Started: 2026-06-16T10:17:44.868001
Command: ./snec (cwd=/Users/arifchu/Desktop/GitHub/supernova_theory/snec/runs/model_variants/rsg_e0p5_ni050)


 ***********************************
 * Supernova Explosion Code (SNEC) *
 ***********************************

 Removing output directory contents: Data
 Using the Paczynski EOS!
 Profile file: profiles/15Msol_RSG.short
 We have         3208 profile zones.
 We have         3208 composition profile zones.
************************************************************
 Operating in Thermal Bomb Mode  1
 Bomb energy is spread over =           14 points
 Total energy of the model =   -6.4161114802470171E+050  ergs
 Total energy of the bomb =    1.1416111480247018E+051  ergs
************************************************************
 composing opacity tables from OPAL (may take a few minutes)...
 finished composing opacity tables
      nt           time          dtime       max(rho)       shockpos
       0   0.000000E+00   1.025000E-08   5.556077E+07   1.101959E+08
    1000   3.863832E+00   2.820727E-02   3.607943E+04   4.001611E+09
    2000   2.501182E+02   3.628805E-01   1.479061E+03   6.096291E+11
    3000   5.880822E+02   3.382729E-01   1.833605E+03   1.565165E+12
    4000   9.271890E+02   3.383740E-01   1.839477E+03   1.636978E+12
    5000   1.262333E+03   3.345229E-01   1.887422E+03   1.743705E+12
    6000   1.595336E+03   3.363567E-01   1.884194E+03   1.874767E+12
    7000   1.930893E+03   3.327281E-01   1.919517E+03   2.717592E+12
    8000   2.263162E+03   3.303207E-01   1.954385E+03   2.803478E+12
    9000   2.594368E+03   3.309465E-01   1.940606E+03   2.903999E+12
   10000   2.925854E+03   3.316076E-01   1.934019E+03   3.017744E+12
   11000   3.257154E+03   3.303383E-01   1.945794E+03   3.735029E+12
   12000   3.589327E+03   3.332585E-01   1.912595E+03   3.806451E+12
   13000   3.922225E+03   3.334692E-01   1.916532E+03   3.889728E+12
   14000   4.254287E+03   3.326033E-01   1.923343E+03   3.983976E+12
   15000   4.586182E+03   3.326205E-01   1.926303E+03   4.088728E+12
   16000   4.916887E+03   3.305456E-01   1.943377E+03   4.702127E+12
   17000   5.247470E+03   3.312688E-01   1.940765E+03   4.769508E+12
   18000   5.578059E+03   3.309955E-01   1.944564E+03   4.847456E+12
   19000   5.908814E+03   3.318334E-01   1.933483E+03   4.936021E+12
   20000   6.239756E+03   3.317692E-01   1.932288E+03   5.035059E+12
   21000   6.571718E+03   3.324174E-01   1.929363E+03   5.590756E+12
   22000   6.903565E+03   3.319197E-01   1.931606E+03   5.656639E+12
   23000   7.234911E+03   3.321685E-01   1.929727E+03   5.733337E+12
   24000   7.566580E+03   3.312230E-01   1.940319E+03   5.821162E+12
   25000   7.897913E+03   3.314061E-01   1.937184E+03   6.376643E+12
   26000   8.228880E+03   3.307975E-01   1.943513E+03   6.432826E+12
   27000   8.559394E+03   3.307614E-01   1.945371E+03   6.499882E+12
   28000   8.890020E+03   3.305312E-01   1.948038E+03   6.578190E+12
   29000   9.220546E+03   3.310508E-01   1.943945E+03   6.667649E+12
   30000   9.550947E+03   3.306338E-01   1.946274E+03   7.182497E+12
   31000   9.881448E+03   3.312743E-01   1.940876E+03   7.241648E+12
   32000   1.021212E+04   3.308735E-01   1.945600E+03   7.311956E+12
   33000   1.054318E+04   3.317656E-01   1.937049E+03   7.393583E+12
   34000   1.087454E+04   3.321846E-01   1.931561E+03   7.486338E+12
   35000   1.120624E+04   3.322858E-01   1.930715E+03   7.957758E+12
   36000   1.153803E+04   3.318252E-01   1.935132E+03   8.021726E+12
   37000   1.186976E+04   3.324749E-01   1.928991E+03   8.097141E+12
   38000   1.220142E+04   3.318948E-01   1.934119E+03   8.184040E+12
   39000   1.253300E+04   3.317256E-01   1.935201E+03   8.649146E+12
   40000   1.286463E+04   3.319299E-01   1.935089E+03   8.708517E+12
   41000   1.319627E+04   3.322937E-01   1.930261E+03   8.779683E+12
   42000   1.352802E+04   3.317755E-01   1.935029E+03   8.862822E+12
   43000   1.385953E+04   3.316303E-01   1.936265E+03   9.319575E+12
   44000   1.419102E+04   3.315608E-01   1.939101E+03   9.376208E+12
   45000   1.452226E+04   3.314294E-01   1.937420E+03   9.444793E+12
   46000   1.485337E+04   3.314223E-01   1.940438E+03   9.525487E+12
   47000   1.518458E+04   3.315388E-01   1.938975E+03   9.972083E+12
   48000   1.551598E+04   3.316133E-01   1.938019E+03   1.002721E+13
   49000   1.584725E+04   3.317646E-01   1.935889E+03   1.009438E+13
   50000   1.617850E+04   3.314907E-01   1.938674E+03   1.017375E+13
   51000   1.650996E+04   3.317986E-01   1.935947E+03   1.060821E+13
   52000   1.684144E+04   3.316050E-01   1.937393E+03   1.066269E+13
   53000   1.717301E+04   3.320525E-01   1.932944E+03   1.072926E+13
   54000   1.750466E+04   3.320422E-01   1.933327E+03   1.080800E+13
   55000   1.783642E+04   3.317316E-01   1.935000E+03   1.122526E+13
   56000   1.816805E+04   3.318063E-01   1.936042E+03   1.127982E+13
   57000   1.849970E+04   3.319642E-01   1.932887E+03   1.134636E+13
   58000   1.883127E+04   3.317898E-01   1.936109E+03   1.142490E+13
   59000   1.916297E+04   3.317321E-01   1.935670E+03   1.182425E+13
   60000   1.949458E+04   3.315778E-01   1.936478E+03   1.187950E+13
   61000   1.982614E+04   3.314457E-01   1.937392E+03   1.194669E+13
   62000   2.015754E+04   3.315909E-01   1.937649E+03   1.202578E+13
   63000   2.048907E+04   3.312749E-01   1.939118E+03   1.240948E+13
   64000   2.082056E+04   3.315067E-01   1.938957E+03   1.246600E+13
   65000   2.115213E+04   3.313497E-01   1.938614E+03   1.253450E+13
   66000   2.148363E+04   3.316075E-01   1.937606E+03   1.261482E+13
   67000   2.181526E+04   3.314460E-01   1.939478E+03   1.297987E+13
   68000   2.214689E+04   3.316072E-01   1.937786E+03   1.303830E+13
   69000   2.247865E+04   3.315829E-01   1.937577E+03   1.310866E+13
   70000   2.281052E+04   3.319513E-01   1.934347E+03   1.348883E+13
   71000   2.314243E+04   3.318143E-01   1.936049E+03   1.353802E+13
   72000   2.347444E+04   3.319747E-01   1.933760E+03   1.359897E+13
   73000   2.380656E+04   3.320327E-01   1.933749E+03   1.367181E+13
   74000   2.413878E+04   3.322401E-01   1.930891E+03   1.403363E+13
   75000   2.447110E+04   3.322676E-01   1.930307E+03   1.408579E+13
   76000   2.480357E+04   3.323581E-01   1.929919E+03   1.414985E+13
   77000   2.513597E+04   3.322471E-01   1.931073E+03   1.422570E+13
   78000   2.546845E+04   3.324763E-01   1.927647E+03   1.456666E+13
   79000   2.580101E+04   3.324391E-01   1.929105E+03   1.462249E+13
   80000   2.613356E+04   3.323759E-01   1.929176E+03   1.469019E+13
   81000   2.646613E+04   3.325437E-01   1.927826E+03   1.504210E+13
   82000   2.679883E+04   3.326717E-01   1.926588E+03   1.509035E+13
   83000   2.713141E+04   3.323791E-01   1.928971E+03   1.515033E+13
   84000   2.746402E+04   3.324857E-01   1.927568E+03   1.522209E+13
   85000   2.779670E+04   3.326176E-01   1.927186E+03   1.555224E+13
   86000   2.812943E+04   3.325953E-01   1.926046E+03   1.560506E+13
   87000   2.846216E+04   3.325977E-01   1.926300E+03   1.566973E+13
   88000   2.879501E+04   3.327584E-01   1.925546E+03   1.600942E+13
   89000   2.912781E+04   3.327522E-01   1.925505E+03   1.605575E+13
   90000   2.946063E+04   3.327690E-01   1.924712E+03   1.611382E+13
   91000   2.979344E+04   3.326439E-01   1.926098E+03   1.618374E+13
   92000   3.012628E+04   3.326557E-01   1.925269E+03   1.650247E+13
   93000   3.045910E+04   3.327597E-01   1.925296E+03   1.655434E+13
   94000   3.079192E+04   3.326935E-01   1.925415E+03   1.661808E+13
   95000   3.112465E+04   3.326068E-01   1.926070E+03   1.694426E+13
   96000   3.145740E+04   3.326599E-01   1.926297E+03   1.699037E+13
   97000   3.179009E+04   3.326903E-01   1.925691E+03   1.704816E+13
   98000   3.212284E+04   3.327159E-01   1.924567E+03   1.711765E+13
   99000   3.245556E+04   3.326262E-01   1.925697E+03   1.742151E+13
  100000   3.278831E+04   3.325958E-01   1.925619E+03   1.747372E+13
  101000   3.312107E+04   3.328153E-01   1.923793E+03   1.753765E+13
  102000   3.345388E+04   3.327546E-01   1.924295E+03   1.784714E+13
  103000   3.378665E+04   3.328174E-01   1.923176E+03   1.789423E+13
  104000   3.411956E+04   3.329045E-01   1.923042E+03   1.795302E+13
  105000   3.445248E+04   3.329686E-01   1.922401E+03   1.802342E+13
  106000   3.478537E+04   3.329857E-01   1.921590E+03   1.830932E+13
  107000   3.511832E+04   3.331206E-01   1.920807E+03   1.836342E+13
  108000   3.545136E+04   3.329927E-01   1.921386E+03   1.842924E+13
  109000   3.578447E+04   3.333417E-01   1.918505E+03   1.871941E+13
  110000   3.611767E+04   3.334087E-01   1.917979E+03   1.876927E+13
  111000   3.645095E+04   3.334034E-01   1.917441E+03   1.883089E+13
  112000   3.678426E+04   3.334625E-01   1.917284E+03   1.912605E+13
  113000   3.711771E+04   3.336397E-01   1.915733E+03   1.917201E+13
  114000   3.745116E+04   3.336202E-01   1.915278E+03   1.922966E+13
  115000   3.778466E+04   3.337397E-01   1.914612E+03   1.952897E+13
  116000   3.811824E+04   3.336695E-01   1.915288E+03   1.957126E+13
  117000   3.845186E+04   3.338107E-01   1.913885E+03   1.962511E+13
  118000   3.878539E+04   3.337403E-01   1.914355E+03   1.969056E+13
  119000   3.911900E+04   3.337703E-01   1.914194E+03   1.996499E+13
  120000   3.945265E+04   3.337688E-01   1.914075E+03   2.001534E+13
  121000   3.978634E+04   3.338220E-01   1.912970E+03   2.007733E+13
  122000   4.011999E+04   3.337890E-01   1.913226E+03   2.035376E+13
  123000   4.045375E+04   3.339313E-01   1.912205E+03   2.040101E+13
  124000   4.078751E+04   3.338518E-01   1.913131E+03   2.045990E+13
  125000   4.112131E+04   3.340046E-01   1.911747E+03   2.073747E+13
  126000   4.145510E+04   3.339991E-01   1.911220E+03   2.078194E+13
  127000   4.178900E+04   3.339810E-01   1.911509E+03   2.083803E+13
  128000   4.212286E+04   3.339471E-01   1.912272E+03   2.111601E+13
  129000   4.245673E+04   3.340673E-01   1.910604E+03   2.115805E+13
  130000   4.279054E+04   3.339438E-01   1.912131E+03   2.121163E+13
