Started: 2026-07-02T11:56:19.596188
Command: ./snec (cwd=/Users/arifchu/Desktop/GitHub/supernova_theory/snec/runs/model_variants/wn3_sce_mass_m0p01_r5_e1_ni001)


 ***********************************
 * Supernova Explosion Code (SNEC) *
 ***********************************

 Removing output directory contents: Data
 Using the Paczynski EOS!
 Profile file: profiles/generated/avishai_wn3_ext_m0p01_r5.short
 We have         1177 profile zones.
 We have         1177 composition profile zones.
************************************************************
 Operating in Thermal Bomb Mode  1
 Bomb energy is spread over =           21 points
 Total energy of the model =   -1.1780747794045429E+051  ergs
 Total energy of the bomb =    2.1780747794045429E+051  ergs
************************************************************
 composing opacity tables from OPAL (may take a few minutes)...
 finished composing opacity tables
      nt           time          dtime       max(rho)       shockpos
       0   0.000000E+00   1.025000E-08   4.759366E+07   1.454745E+08
    1000   2.241447E-01   7.183376E-04   6.171232E+06   5.219439E+08
    2000   3.530277E+00   8.000365E-03   8.768789E+04   3.772007E+09
    3000   1.221937E+01   9.810571E-03   4.527162E+04   9.979124E+09
    4000   2.121494E+01   8.845082E-03   3.231210E+04   1.659147E+10
    5000   2.849311E+01   6.071647E-03   2.172375E+04   2.232210E+10
    6000   3.383206E+01   4.739273E-03   1.611024E+04   2.694783E+10
    7000   3.864259E+01   5.564670E-03   1.260284E+04   3.186565E+10
    8000   4.841274E+01   1.742329E-02   8.057738E+03   5.379886E+10
    9000   8.698809E+01   5.892263E-02   2.427209E+03   1.287630E+11
   10000   1.435848E+02   5.441916E-02   9.464155E+02   2.263461E+11
   11000   1.965042E+02   5.183235E-02   5.438663E+02   3.104413E+11
 finished tracing the shock position
 Time of breakout is   221.34889712007620     
   12000   2.475380E+02   5.016068E-02   3.670637E+02   4.267187E+11
   13000   2.974104E+02   4.937630E-02   2.710854E+02   5.939705E+11
   14000   3.475723E+02   5.586354E-02   2.127020E+02   7.680236E+11
   15000   4.229431E+02   1.013151E-01   1.581002E+02   1.034010E+12
   16000   5.640561E+02   1.924633E-01   1.072076E+02   1.538580E+12
   17000   8.371649E+02   3.758816E-01   6.908693E+01   2.525151E+12
   18000   1.371431E+03   7.367257E-01   5.184189E+01   4.468810E+12
