Started: 2026-06-22T09:28:54.877659
Command: ./snec (cwd=/Users/arifchu/Desktop/GitHub/supernova_theory/snec/runs/model_variants/wn3_sce_bare_e0p5_ni050)


 ***********************************
 * Supernova Explosion Code (SNEC) *
 ***********************************

 Removing output directory contents: Data
 Using the Paczynski EOS!
 Profile file: avishai_models/MW-M25M13.75P4-primary-WN3.short
 We have          997 profile zones.
 We have          997 composition profile zones.
************************************************************
 Operating in Thermal Bomb Mode  1
 Bomb energy is spread over =           21 points
 Total energy of the model =   -1.1786950943446718E+051  ergs
 Total energy of the bomb =    1.6786950943446716E+051  ergs
************************************************************
 composing opacity tables from OPAL (may take a few minutes)...
 finished composing opacity tables
      nt           time          dtime       max(rho)       shockpos
       0   0.000000E+00   1.025000E-08   4.759431E+07   1.454740E+08
    1000   3.266051E-01   1.166078E-03   3.853823E+06   6.310880E+08
    2000   6.416660E+00   9.823057E-03   9.714199E+04   5.271059E+09
    3000   1.794631E+01   1.103200E-02   1.029831E+05   1.237294E+10
    4000   2.820688E+01   8.829452E-03   5.595669E+04   1.893047E+10
    5000   3.551198E+01   5.997718E-03   4.010133E+04   2.393117E+10
    6000   4.054655E+01   4.239865E-03   3.373170E+04   2.770596E+10
    7000   4.431363E+01   3.436937E-03   3.008822E+04   3.090664E+10
    8000   4.803715E+01   4.723076E-03   2.700363E+04   3.479213E+10
 finished tracing the shock position
 Time of breakout is   49.704878885739973     
    9000   5.693187E+01   1.582372E-02   2.147576E+04   6.147274E+10
   10000   9.060615E+01   5.484564E-02   1.262723E+04   1.845722E+11
   11000   1.527380E+02   6.942685E-02   8.670738E+03   4.153738E+11
   12000   2.269974E+02   7.635681E-02   7.927743E+03   6.923378E+11
   13000   3.035412E+02   7.745520E-02   7.634844E+03   9.782405E+11
   14000   3.818386E+02   7.866344E-02   7.497309E+03   1.270902E+12
   15000   4.604195E+02   7.861615E-02   7.535510E+03   1.564747E+12
   16000   5.387032E+02   7.812626E-02   7.603623E+03   1.857560E+12
   17000   6.165279E+02   7.752507E-02   7.696979E+03   2.148713E+12
   18000   6.935866E+02   7.673639E-02   7.840927E+03   2.437041E+12
   19000   7.699333E+02   7.590499E-02   7.989657E+03   2.722736E+12
   20000   8.455552E+02   7.525643E-02   8.136136E+03   3.005742E+12
   21000   9.203994E+02   7.454439E-02   8.296405E+03   3.285858E+12
   22000   9.945311E+02   7.382690E-02   8.451609E+03   3.563323E+12
   23000   1.067955E+03   7.296655E-02   8.618901E+03   3.838152E+12
   24000   1.140681E+03   7.234362E-02   8.773712E+03   4.110382E+12
   25000   1.212762E+03   7.182412E-02   8.918074E+03   4.380204E+12
   26000   1.284238E+03   7.120203E-02   9.066111E+03   4.647770E+12
   27000   1.355138E+03   7.063753E-02   9.209200E+03   4.913189E+12
   28000   1.425548E+03   7.018549E-02   9.329844E+03   5.176777E+12
   29000   1.495676E+03   7.009994E-02   9.389820E+03   5.439316E+12
   30000   1.565769E+03   7.009383E-02   9.388144E+03   5.701734E+12
   31000   1.635949E+03   7.038975E-02   9.312300E+03   5.964475E+12
   32000   1.706296E+03   7.047406E-02   9.216152E+03   6.227851E+12
   33000   1.777074E+03   7.076247E-02   9.209322E+03   6.492844E+12
   34000   1.847903E+03   7.124056E-02   9.049915E+03   6.758028E+12
   35000   1.919109E+03   7.113312E-02   9.129873E+03   7.024629E+12
   36000   1.990267E+03   7.158993E-02   8.966996E+03   7.291055E+12
   37000   2.061729E+03   7.114906E-02   9.080760E+03   7.558621E+12
   38000   2.132957E+03   7.147169E-02   8.971676E+03   7.825315E+12
   39000   2.204618E+03   7.122475E-02   9.013030E+03   8.093630E+12
   40000   2.275721E+03   7.108603E-02   9.086629E+03   8.359863E+12
   41000   2.347173E+03   7.177874E-02   8.960871E+03   8.627402E+12
   42000   2.418370E+03   7.080837E-02   9.154951E+03   8.893989E+12
   43000   2.489243E+03   7.099560E-02   9.110444E+03   9.159365E+12
   44000   2.560556E+03   7.135371E-02   9.042015E+03   9.426389E+12
   45000   2.631421E+03   7.057489E-02   9.225428E+03   9.691738E+12
   46000   2.702043E+03   7.069101E-02   9.195615E+03   9.956179E+12
   47000   2.773034E+03   7.124542E-02   9.092407E+03   1.022200E+13
   48000   2.843864E+03   7.049753E-02   9.240006E+03   1.048723E+13
   49000   2.914367E+03   7.049616E-02   9.279478E+03   1.075123E+13
   50000   2.984940E+03   7.080987E-02   9.165139E+03   1.101549E+13
   51000   3.055893E+03   7.070782E-02   9.180099E+03   1.128118E+13
   52000   3.126428E+03   7.046453E-02   9.284268E+03   1.154530E+13
   53000   3.196839E+03   7.037681E-02   9.300913E+03   1.180896E+13
   54000   3.267360E+03   7.080396E-02   9.191454E+03   1.207304E+13
   55000   3.338146E+03   7.070896E-02   9.227248E+03   1.233811E+13
   56000   3.408689E+03   7.028624E-02   9.300526E+03   1.260227E+13
   57000   3.478920E+03   7.021311E-02   9.343539E+03   1.286526E+13
   58000   3.549274E+03   7.050055E-02   9.289280E+03   1.312871E+13
   59000   3.619783E+03   7.059269E-02   9.257481E+03   1.339274E+13
   60000   3.690279E+03   7.031852E-02   9.308246E+03   1.365673E+13
   61000   3.760528E+03   7.022136E-02   9.357155E+03   1.391979E+13
   62000   3.830678E+03   7.009240E-02   9.387385E+03   1.418248E+13
   63000   3.900796E+03   7.025423E-02   9.342380E+03   1.444506E+13
   64000   3.971104E+03   7.031355E-02   9.329101E+03   1.470834E+13
   65000   4.041486E+03   7.050387E-02   9.289082E+03   1.497191E+13
   66000   4.111920E+03   7.035442E-02   9.313827E+03   1.523567E+13
   67000   4.182230E+03   7.028889E-02   9.333472E+03   1.549896E+13
   68000   4.252500E+03   7.017038E-02   9.359419E+03   1.576211E+13
   69000   4.322695E+03   7.025090E-02   9.322356E+03   1.602497E+13
   70000   4.393127E+03   7.051239E-02   9.286837E+03   1.628873E+13
   71000   4.463659E+03   7.064313E-02   9.237273E+03   1.655286E+13
   72000   4.534403E+03   7.084064E-02   9.198185E+03   1.681778E+13
   73000   4.605209E+03   7.065418E-02   9.223655E+03   1.708294E+13
   74000   4.675780E+03   7.056111E-02   9.267623E+03   1.734722E+13
   75000   4.746376E+03   7.052065E-02   9.262149E+03   1.761159E+13
   76000   4.816810E+03   7.036786E-02   9.312500E+03   1.787535E+13
   77000   4.887169E+03   7.037368E-02   9.306825E+03   1.813884E+13
   78000   4.957645E+03   7.062145E-02   9.252606E+03   1.840276E+13
   79000   5.028261E+03   7.061130E-02   9.263040E+03   1.866721E+13
   80000   5.098874E+03   7.064890E-02   9.242965E+03   1.893165E+13
   81000   5.169571E+03   7.067932E-02   9.230370E+03   1.919640E+13
   82000   5.240354E+03   7.086460E-02   9.190648E+03   1.946147E+13
   83000   5.311047E+03   7.054834E-02   9.254605E+03   1.972621E+13
   84000   5.381543E+03   7.044373E-02   9.295235E+03   1.999022E+13
   85000   5.451975E+03   7.042483E-02   9.305981E+03   2.025398E+13
   86000   5.522426E+03   7.046454E-02   9.299107E+03   2.051781E+13
   87000   5.592796E+03   7.026979E-02   9.334125E+03   2.078134E+13
   88000   5.663077E+03   7.031922E-02   9.328572E+03   2.104454E+13
   89000   5.733445E+03   7.039468E-02   9.311478E+03   2.130807E+13
   90000   5.803888E+03   7.057709E-02   9.255708E+03   2.157187E+13
   91000   5.874500E+03   7.061271E-02   9.262945E+03   2.183631E+13
   92000   5.945123E+03   7.065395E-02   9.252255E+03   2.210079E+13
   93000   6.015737E+03   7.058927E-02   9.265529E+03   2.236524E+13
