Started: 2026-06-22T18:55:01.351288
Command: ./snec (cwd=/Users/arifchu/Desktop/GitHub/supernova_theory/snec/runs/model_variants/wn3_sce_radius_m0p01_r50_e2_ni050)


 ***********************************
 * Supernova Explosion Code (SNEC) *
 ***********************************

 Removing output directory contents: Data
 Using the Paczynski EOS!
 Profile file: profiles/generated/avishai_wn3_ext_m0p01_r50.short
 We have         1177 profile zones.
 We have         1177 composition profile zones.
************************************************************
 Operating in Thermal Bomb Mode  1
 Bomb energy is spread over =           21 points
 Total energy of the model =   -1.1784029727250074E+051  ergs
 Total energy of the bomb =    3.1784029727250070E+051  ergs
************************************************************
 composing opacity tables from OPAL (may take a few minutes)...
 finished composing opacity tables
      nt           time          dtime       max(rho)       shockpos
       0   0.000000E+00   1.025000E-08   4.759366E+07   1.454745E+08
    1000   1.373495E-01   3.958644E-04   1.181178E+07   4.079254E+08
    2000   1.250494E+00   2.501532E-03   2.484737E+05   2.058964E+09
    3000   6.255915E+00   6.358163E-03   3.523874E+04   6.649565E+09
    4000   1.331691E+01   6.611985E-03   1.866799E+04   1.290261E+10
    5000   1.972787E+01   5.742411E-03   1.229028E+04   1.891150E+10
    6000   2.470949E+01   4.297665E-03   8.806475E+03   2.396809E+10
    7000   2.858673E+01   3.603411E-03   6.943841E+03   2.836749E+10
    8000   3.276739E+01   5.673818E-03   5.472489E+03   3.439900E+10
    9000   4.415236E+01   2.120730E-02   2.965372E+03   1.008113E+11
   10000   7.937768E+01   4.402497E-02   7.750741E+02   2.129771E+11
   11000   1.312762E+02   6.048934E-02   2.305243E+02   3.626639E+11
   12000   2.000586E+02   7.742116E-02   8.363314E+01   5.465859E+11
   13000   2.857301E+02   9.400417E-02   3.545326E+01   7.786966E+11
   14000   3.882125E+02   1.115138E-01   1.669707E+01   1.015967E+12
   15000   5.063754E+02   1.258177E-01   8.912197E+00   1.292392E+12
   16000   6.312597E+02   1.237993E-01   5.260278E+00   1.576411E+12
   17000   7.534143E+02   1.214793E-01   3.395210E+00   1.843018E+12
   18000   8.736051E+02   1.193290E-01   2.361617E+00   2.106652E+12
   19000   9.920730E+02   1.179597E-01   1.753392E+00   2.354596E+12
   20000   1.109340E+03   1.168346E-01   1.329953E+00   2.599506E+12
   21000   1.225639E+03   1.159870E-01   1.038824E+00   2.840235E+12
   22000   1.340999E+03   1.146611E-01   8.291617E-01   3.064753E+12
   23000   1.455411E+03   1.143288E-01   6.740107E-01   3.292139E+12
 finished tracing the shock position
 Time of breakout is   1556.2383752038452     
   24000   1.569299E+03   1.135637E-01   5.617935E-01   3.526374E+12
   25000   1.682555E+03   1.130102E-01   4.695342E-01   3.943622E+12
   26000   1.795331E+03   1.124518E-01   4.009497E-01   4.398445E+12
   27000   1.907424E+03   1.118682E-01   3.471819E-01   4.865944E+12
   28000   2.019014E+03   1.113165E-01   3.006566E-01   5.340449E+12
   29000   2.130172E+03   1.109953E-01   2.618549E-01   5.819305E+12
   30000   2.241059E+03   1.108965E-01   2.270294E-01   6.301551E+12
   31000   2.356913E+03   1.259990E-01   2.028018E-01   6.809159E+12
   32000   2.498998E+03   1.600033E-01   1.745510E-01   7.435825E+12
   33000   2.680478E+03   2.049453E-01   1.434802E-01   8.241416E+12
   34000   2.914154E+03   2.656229E-01   1.158048E-01   9.285214E+12
   35000   3.218217E+03   3.462087E-01   8.863087E-02   1.065151E+13
   36000   3.580951E+03   3.769638E-01   6.602598E-02   1.229002E+13
   37000   3.975364E+03   4.155738E-01   4.869216E-02   1.407909E+13
   38000   4.410513E+03   4.556112E-01   3.615578E-02   1.605943E+13
   39000   4.895822E+03   5.150231E-01   2.599961E-02   1.827405E+13
   40000   5.437958E+03   5.783433E-01   1.879792E-02   2.075388E+13
   41000   6.062872E+03   6.721677E-01   1.303431E-02   2.361881E+13
   42000   6.790676E+03   7.967076E-01   8.780126E-03   2.696283E+13
   43000   7.676600E+03   9.777836E-01   5.608984E-03   3.104217E+13
   44000   8.776800E+03   1.245839E+00   3.374388E-03   3.611863E+13
   45000   1.022024E+04   1.680178E+00   1.849857E-03   4.279185E+13
   46000   1.225033E+04   2.455532E+00   8.838478E-04   5.219458E+13
   47000   1.540437E+04   4.055106E+00   3.429652E-04   6.682909E+13
   48000   2.021305E+04   5.639818E+00   1.197426E-04   8.917604E+13
   49000   2.689037E+04   7.839011E+00   4.049884E-05   1.202428E+14
   50000   3.321696E+04   5.144063E+00   1.835353E-05   1.496940E+14
   51000   3.759908E+04   3.872598E+00   1.163249E-05   1.700956E+14
   52000   4.122553E+04   3.350673E+00   8.293090E-06   1.869784E+14
   53000   4.445775E+04   3.217913E+00   6.300823E-06   2.020245E+14
   54000   4.761748E+04   3.048805E+00   4.915277E-06   2.167317E+14
   55000   5.080530E+04   3.439127E+00   3.891721E-06   2.315678E+14
   56000   5.433031E+04   3.403910E+00   3.060196E-06   2.479710E+14
   57000   5.789530E+04   3.893895E+00   2.437717E-06   2.645579E+14
   58000   6.211447E+04   4.516915E+00   1.897412E-06   2.841854E+14
   59000   6.684230E+04   4.682971E+00   1.464516E-06   3.061755E+14
   60000   7.181067E+04   5.461742E+00   1.137633E-06   3.292807E+14
   61000   7.770659E+04   6.385111E+00   8.623054E-07   3.566953E+14
   62000   8.463403E+04   7.344844E+00   6.402693E-07   3.889018E+14
   63000   9.229879E+04   7.738677E+00   4.738989E-07   4.245322E+14
   64000   1.006066E+05   9.192806E+00   3.519161E-07   4.631502E+14
   65000   1.100859E+05   9.500000E+00   2.581012E-07   5.072139E+14
   66000   1.195859E+05   9.500000E+00   1.943142E-07   5.513758E+14
   67000   1.290859E+05   9.500000E+00   1.496491E-07   5.955410E+14
   68000   1.385859E+05   9.500000E+00   1.174558E-07   6.397100E+14
   69000   1.480859E+05   9.500000E+00   9.374041E-08   6.838828E+14
   70000   1.575859E+05   9.500000E+00   7.588232E-08   7.280591E+14
   71000   1.670859E+05   9.500000E+00   6.222016E-08   7.722387E+14
 Done! :-) tend reached

Finished: 2026-06-22T19:02:47.405044
Exit code: 0
Elapsed: 466.1 s
