Started: 2026-06-16T10:26:10.097168
Command: ./snec (cwd=/Users/arifchu/Desktop/GitHub/supernova_theory/snec/runs/model_variants/rsg_e2_ni050)


 ***********************************
 * Supernova Explosion Code (SNEC) *
 ***********************************

 Removing output directory contents: Data
 Using the Paczynski EOS!
 Profile file: profiles/15Msol_RSG.short
 We have         3208 profile zones.
 We have         3208 composition profile zones.
************************************************************
 Operating in Thermal Bomb Mode  1
 Bomb energy is spread over =           14 points
 Total energy of the model =   -6.4161114802470171E+050  ergs
 Total energy of the bomb =    2.6416111480247018E+051  ergs
************************************************************
 composing opacity tables from OPAL (may take a few minutes)...
 finished composing opacity tables
      nt           time          dtime       max(rho)       shockpos
       0   0.000000E+00   1.025000E-08   5.556077E+07   1.101959E+08
    1000   5.711249E-01   2.319115E-03   4.647590E+05   1.270474E+09
    2000   1.701433E+01   4.757590E-02   1.047790E+03   2.166162E+10
    3000   1.047096E+02   1.323927E-01   2.356264E+01   6.032430E+11
    4000   2.667823E+02   1.985878E-01   2.658737E+00   1.550721E+12
    5000   5.054797E+02   2.739093E-01   5.488097E-01   1.628843E+12
    6000   7.438701E+02   1.387082E-01   5.183125E-01   1.766069E+12
    7000   9.184921E+02   2.392699E-01   2.034723E-01   1.892188E+12
    8000   1.191320E+03   3.258114E-01   9.160093E-02   2.765733E+12
    9000   1.524737E+03   3.839412E-01   4.861877E-02   2.946675E+12
   10000   1.931928E+03   4.375357E-01   2.702264E-02   3.775868E+12
   11000   2.435887E+03   5.709644E-01   1.323916E-02   4.016360E+12
   12000   3.015369E+03   5.889084E-01   8.465022E-03   4.804988E+12
   13000   3.660765E+03   7.295079E-01   4.677169E-03   5.589988E+12
   14000   4.497138E+03   9.481946E-01   2.406384E-03   6.406129E+12
   15000   5.573723E+03   1.274223E+00   1.173989E-03   7.272163E+12
   16000   6.913998E+03   1.359854E+00   7.179363E-04   8.639444E+12
   17000   8.438019E+03   1.771373E+00   3.716670E-04   9.983073E+12
   18000   1.060825E+04   2.682798E+00   1.558976E-04   1.183369E+13
   19000   1.435532E+04   5.076996E+00   5.251979E-05   1.468152E+13
   20000   2.186459E+04   1.074015E+01   9.996770E-06   2.010393E+13
   21000   3.374800E+04   1.337674E+01   2.348213E-06   2.782140E+13
   22000   4.919495E+04   1.797407E+01   1.257107E-06   3.642999E+13
   23000   7.171297E+04   2.852312E+01   6.005021E-07   4.770234E+13
   24000   9.709371E+04   1.967283E+01   3.751135E-07   5.980576E+13
   25000   1.111395E+05   9.901157E+00   2.807627E-07   6.622789E+13
   26000   1.182492E+05   5.048555E+00   2.411295E-07   6.948521E+13
   27000   1.218291E+05   2.050446E+00   2.248490E-07   7.115940E+13
   28000   1.231789E+05   9.467121E-01   2.192920E-07   7.177469E+13
 Time of breakout is   123525.91618641026     
 finished tracing the shock position
   29000   1.239075E+05   6.699235E-01   2.164155E-07   7.223859E+13
   30000   1.250152E+05   1.871012E+00   2.121421E-07   7.321853E+13
   31000   1.286053E+05   5.657332E+00   1.982908E-07   7.728147E+13
   32000   1.374222E+05   1.277053E+01   1.674973E-07   8.784375E+13
   33000   1.565034E+05   2.715920E+01   1.187781E-07   1.116493E+14
   34000   1.968231E+05   5.657437E+01   6.788314E-08   1.635551E+14
   35000   2.753466E+05   9.500000E+01   3.128566E-08   2.675319E+14
   36000   3.703466E+05   9.500000E+01   1.558718E-08   3.975801E+14
   37000   4.653466E+05   9.500000E+01   6.453384E-09   5.317380E+14
   38000   5.603466E+05   9.500000E+01   3.282091E-09   6.697537E+14
   39000   6.553466E+05   9.500000E+01   1.879793E-09   8.114829E+14
   40000   7.503466E+05   9.500000E+01   1.165892E-09   9.568430E+14
   41000   8.453466E+05   9.500000E+01   7.676092E-10   1.105779E+15
   42000   9.403466E+05   9.500000E+01   5.312064E-10   1.258232E+15
   43000   1.035347E+06   9.500000E+01   3.857491E-10   1.414134E+15
   44000   1.130347E+06   9.500000E+01   2.885840E-10   1.573406E+15
   45000   1.225347E+06   9.500000E+01   2.212325E-10   1.735969E+15
   46000   1.320347E+06   9.500000E+01   1.731364E-10   1.901744E+15
   47000   1.415347E+06   9.500000E+01   1.379133E-10   2.070659E+15
   48000   1.510347E+06   9.500000E+01   1.115516E-10   2.242650E+15
   49000   1.605347E+06   9.500000E+01   9.144616E-11   2.417669E+15
   50000   1.700347E+06   9.500000E+01   7.585628E-11   2.595679E+15
   51000   1.795347E+06   9.500000E+01   6.358944E-11   2.776656E+15
   52000   1.890347E+06   9.500000E+01   5.381026E-11   2.960583E+15
   53000   1.985347E+06   9.500000E+01   4.592215E-11   3.147444E+15
   54000   2.080347E+06   9.500000E+01   3.949163E-11   3.337222E+15
   55000   2.175347E+06   9.500000E+01   3.422000E-11   3.529900E+15
   56000   2.270347E+06   9.500000E+01   2.986881E-11   3.725463E+15
   57000   2.365095E+06   9.500000E+01   2.622841E-11   3.923372E+15
   58000   2.458873E+06   9.500000E+01   2.318104E-11   4.122060E+15
   59000   2.551247E+06   9.500000E+01   2.062058E-11   4.320497E+15
   60000   2.641812E+06   9.500000E+01   1.846103E-11   4.517662E+15
   61000   2.730399E+06   9.052010E+01   1.662867E-11   4.713014E+15
   62000   2.817780E+06   8.302426E+01   1.504951E-11   4.908117E+15
   63000   2.903518E+06   7.778214E+01   1.368705E-11   5.101874E+15
   64000   2.987324E+06   7.680156E+01   1.250845E-11   5.293480E+15
   65000   3.068566E+06   8.015743E+01   1.149057E-11   5.481303E+15
   66000   3.146750E+06   8.361505E+01   1.061179E-11   5.663973E+15
   67000   3.222903E+06   7.952581E+01   9.839181E-12   5.843670E+15
   68000   3.298981E+06   7.188266E+01   9.139777E-12   6.024934E+15
   69000   3.374885E+06   7.024411E+01   8.505915E-12   6.207527E+15
   70000   3.448636E+06   7.530072E+01   7.944461E-12   6.386595E+15
   71000   3.519704E+06   7.561076E+01   7.448810E-12   6.560648E+15
   72000   3.591117E+06   6.828185E+01   6.991047E-12   6.737004E+15
   73000   3.663178E+06   6.776981E+01   6.566027E-12   6.916458E+15
   74000   3.732741E+06   7.331128E+01   6.187506E-12   7.091103E+15
   75000   3.800726E+06   6.901753E+01   5.845471E-12   7.263064E+15
   76000   3.870480E+06   6.487548E+01   5.521750E-12   7.440828E+15
   77000   3.938851E+06   7.036538E+01   5.227019E-12   7.616375E+15
   78000   4.004920E+06   6.809210E+01   4.961621E-12   7.787180E+15
   79000   4.073095E+06   6.365032E+01   4.706089E-12   7.964631E+15
   80000   4.139986E+06   6.933536E+01   4.471983E-12   8.139945E+15
   81000   4.204962E+06   6.574011E+01   4.259079E-12   8.311310E+15
   82000   4.272398E+06   6.362787E+01   4.052038E-12   8.490293E+15
   83000   4.337432E+06   6.893415E+01   3.864774E-12   8.663991E+15
   84000   4.402469E+06   6.282480E+01   3.688763E-12   8.838696E+15
   85000   4.469045E+06   6.587254E+01   3.519388E-12   9.018613E+15
   86000   4.532536E+06   6.609006E+01   3.367302E-12   9.191159E+15
   87000   4.598770E+06   6.242683E+01   3.217762E-12   9.372144E+15
   88000   4.663060E+06   6.796410E+01   3.080889E-12   9.548801E+15
   89000   4.727612E+06   6.198078E+01   2.951093E-12   9.727074E+15
   90000   4.793287E+06   6.673740E+01   2.826351E-12   9.909420E+15
   91000   4.856541E+06   6.361585E+01   2.712712E-12   1.008590E+16
   92000   4.922876E+06   6.453136E+01   2.599936E-12   1.027191E+16
   93000   4.985882E+06   6.561749E+01   2.498488E-12   1.044942E+16
   94000   5.052109E+06   6.298820E+01   2.397419E-12   1.063688E+16
   95000   5.115582E+06   6.702224E+01   2.305566E-12   1.081739E+16
   96000   5.181390E+06   6.232532E+01   2.215183E-12   1.100535E+16
