Started: 2026-06-22T12:53:26.752983
Command: ./snec (cwd=/Users/arifchu/Desktop/GitHub/supernova_theory/snec/runs/model_variants/wn3_sce_bare_e2_ni050)


 ***********************************
 * Supernova Explosion Code (SNEC) *
 ***********************************

 Removing output directory contents: Data
 Using the Paczynski EOS!
 Profile file: avishai_models/MW-M25M13.75P4-primary-WN3.short
 We have          997 profile zones.
 We have          997 composition profile zones.
************************************************************
 Operating in Thermal Bomb Mode  1
 Bomb energy is spread over =           21 points
 Total energy of the model =   -1.1786950943446718E+051  ergs
 Total energy of the bomb =    3.1786950943446716E+051  ergs
************************************************************
 composing opacity tables from OPAL (may take a few minutes)...
 finished composing opacity tables
      nt           time          dtime       max(rho)       shockpos
       0   0.000000E+00   1.025000E-08   4.759431E+07   1.454740E+08
    1000   1.369253E-01   3.940273E-04   1.188179E+07   4.071055E+08
    2000   1.244103E+00   2.481417E-03   2.509715E+05   2.053683E+09
    3000   6.217855E+00   6.257036E-03   3.541034E+04   6.601645E+09
    4000   1.320097E+01   6.501663E-03   1.891401E+04   1.280037E+10
    5000   1.945157E+01   5.613786E-03   1.238499E+04   1.865992E+10
    6000   2.418348E+01   3.904709E-03   9.160600E+03   2.341311E+10
    7000   2.756712E+01   2.903402E-03   7.423446E+03   2.715515E+10
    8000   3.011460E+01   2.266620E-03   6.418773E+03   3.031102E+10
    9000   3.243283E+01   2.677396E-03   5.573657E+03   3.373335E+10
 finished tracing the shock position
 Time of breakout is   34.216370926348901     
   10000   3.695025E+01   7.744523E-03   4.344301E+03   5.096565E+10
   11000   5.322423E+01   2.990126E-02   1.969968E+03   1.411692E+11
   12000   9.424973E+01   4.867030E-02   5.149233E+02   3.742508E+11
   13000   1.512360E+02   6.526367E-02   1.653592E+02   6.999024E+11
   14000   2.252429E+02   8.205576E-02   6.326736E+01   1.123645E+12
   15000   3.160031E+02   9.951369E-02   2.760947E+01   1.643787E+12
   16000   4.233392E+02   1.149154E-01   1.370113E+01   2.259237E+12
   17000   5.457361E+02   1.294217E-01   7.503154E+00   2.961259E+12
   18000   6.833777E+02   1.466009E-01   4.313766E+00   3.750878E+12
   19000   8.378867E+02   1.636455E-01   2.609645E+00   4.637386E+12
   20000   1.007868E+03   1.779382E-01   1.678483E+00   5.612766E+12
   21000   1.193668E+03   1.943746E-01   1.106800E+00   6.678999E+12
   22000   1.396960E+03   2.119468E-01   7.471884E-01   7.845673E+12
   23000   1.616320E+03   2.290436E-01   5.196215E-01   9.104625E+12
   24000   1.852671E+03   2.435213E-01   3.738464E-01   1.046114E+13
   25000   2.106274E+03   2.647435E-01   2.673513E-01   1.191672E+13
   26000   2.378397E+03   2.810758E-01   1.982499E-01   1.347864E+13
   27000   2.672157E+03   3.027262E-01   1.463224E-01   1.516478E+13
   28000   2.986790E+03   3.260917E-01   1.090112E-01   1.697077E+13
   29000   3.328145E+03   3.543975E-01   8.099492E-02   1.893017E+13
   30000   3.697371E+03   3.871172E-01   6.021146E-02   2.104958E+13
   31000   4.103263E+03   4.231674E-01   4.481713E-02   2.337950E+13
   32000   4.550772E+03   4.741585E-01   3.257217E-02   2.594833E+13
   33000   5.047290E+03   5.243985E-01   2.398280E-02   2.879852E+13
   34000   5.611572E+03   6.029200E-01   1.690418E-02   3.203773E+13
   35000   6.258974E+03   7.004367E-01   1.171375E-02   3.575411E+13
   36000   7.028935E+03   8.393914E-01   7.765115E-03   4.017408E+13
   37000   7.956748E+03   1.034118E+00   4.927047E-03   4.550026E+13
   38000   9.130911E+03   1.336289E+00   2.901717E-03   5.224068E+13
   39000   1.069812E+04   1.841894E+00   1.537675E-03   6.123750E+13
   40000   1.295197E+04   2.777399E+00   6.982237E-04   7.417621E+13
   41000   1.655418E+04   4.718586E+00   2.591517E-04   9.485563E+13
   42000   2.343595E+04   9.500000E+00   6.813277E-05   1.343625E+14
   43000   3.293595E+04   9.500000E+00   1.896754E-05   1.889002E+14
   44000   4.243595E+04   9.500000E+00   7.468685E-06   2.434377E+14
   45000   5.193595E+04   9.500000E+00   3.599104E-06   2.979748E+14
   46000   6.143595E+04   9.500000E+00   1.974490E-06   3.525115E+14
   47000   7.093595E+04   9.500000E+00   1.187054E-06   4.070478E+14
   48000   8.043595E+04   9.500000E+00   7.641902E-07   4.615837E+14
   49000   8.993595E+04   9.500000E+00   5.181951E-07   5.161193E+14
   50000   9.943595E+04   9.500000E+00   3.663186E-07   5.706544E+14
   51000   1.089360E+05   9.500000E+00   2.674498E-07   6.251893E+14
   52000   1.184360E+05   9.500000E+00   2.007657E-07   6.797238E+14
   53000   1.279360E+05   9.500000E+00   1.541682E-07   7.342580E+14
   54000   1.374360E+05   9.500000E+00   1.207923E-07   7.887919E+14
   55000   1.469360E+05   9.500000E+00   9.622604E-08   8.433255E+14
   56000   1.564360E+05   9.500000E+00   7.777602E-08   8.978588E+14
   57000   1.659360E+05   9.500000E+00   6.367741E-08   9.523920E+14
 Done! :-) tend reached

Finished: 2026-06-22T12:56:35.917433
Exit code: 0
Elapsed: 189.2 s
