Started: 2026-07-02T11:38:34.616938
Command: ./snec (cwd=/Users/arifchu/Desktop/GitHub/supernova_theory/snec/runs/model_variants/wn3_sce_bare_e1_ni001)


 ***********************************
 * Supernova Explosion Code (SNEC) *
 ***********************************

 Removing output directory contents: Data
 Using the Paczynski EOS!
 Profile file: avishai_models/MW-M25M13.75P4-primary-WN3.short
 We have          997 profile zones.
 We have          997 composition profile zones.
************************************************************
 Operating in Thermal Bomb Mode  1
 Bomb energy is spread over =           21 points
 Total energy of the model =   -1.1782472355889108E+051  ergs
 Total energy of the bomb =    2.1782472355889107E+051  ergs
************************************************************
 composing opacity tables from OPAL (may take a few minutes)...
 finished composing opacity tables
      nt           time          dtime       max(rho)       shockpos
       0   0.000000E+00   1.025000E-08   4.759431E+07   1.454740E+08
    1000   2.233422E-01   7.150246E-04   6.208262E+06   5.207474E+08
    2000   3.507743E+00   8.006723E-03   8.830096E+04   3.760874E+09
    3000   1.212770E+01   9.761204E-03   4.510040E+04   9.914518E+09
    4000   2.095356E+01   8.504988E-03   3.265303E+04   1.638131E+10
    5000   2.797620E+01   5.834521E-03   2.225968E+04   2.190160E+10
    6000   3.283008E+01   4.102174E-03   1.705027E+04   2.603806E+10
    7000   3.635235E+01   3.103880E-03   1.415871E+04   2.938439E+10
    8000   3.924933E+01   2.930348E-03   1.227635E+04   3.255415E+10
 finished tracing the shock position
 Time of breakout is   42.364186559569852     
    9000   4.350222E+01   6.798452E-03   1.008143E+04   4.142910E+10
   10000   5.759160E+01   2.575264E-02   5.679429E+03   1.016650E+11
   11000   1.090300E+02   7.748537E-02   1.571284E+03   3.309744E+11
   12000   2.141704E+02   1.354548E-01   4.685735E+02   8.036668E+11
   13000   3.927114E+02   2.312480E-01   1.761157E+02   1.608273E+12
   14000   6.946297E+02   3.881996E-01   8.348882E+01   2.970175E+12
   15000   1.216832E+03   7.054440E-01   5.334244E+01   5.326826E+12
   16000   1.918476E+03   5.487430E-01   6.233087E+01   8.494010E+12
   17000   2.372617E+03   3.792861E-01   1.034356E+02   1.054417E+13
   18000   2.705270E+03   2.964421E-01   1.880789E+02   1.204596E+13
   19000   2.984681E+03   2.729422E-01   3.152297E+02   1.330740E+13
   20000   3.273632E+03   2.953635E-01   3.704223E+02   1.461195E+13
   21000   3.562087E+03   2.929380E-01   2.913810E+02   1.591426E+13
   22000   3.873464E+03   3.380944E-01   2.011696E+02   1.732009E+13
   23000   4.251631E+03   4.369367E-01   1.443646E+02   1.902749E+13
   24000   4.740802E+03   5.104534E-01   1.301311E+02   2.123609E+13
   25000   5.193995E+03   4.147122E-01   1.572955E+02   2.328227E+13
   26000   5.582251E+03   3.636035E-01   2.030344E+02   2.503528E+13
   27000   5.939337E+03   3.636805E-01   2.475865E+02   2.664756E+13
   28000   6.308364E+03   3.632710E-01   2.409299E+02   2.831377E+13
   29000   6.678886E+03   3.802519E-01   2.083971E+02   2.998674E+13
   30000   7.077507E+03   4.211060E-01   1.789140E+02   3.178659E+13
   31000   7.522803E+03   4.652445E-01   1.680919E+02   3.379719E+13
   32000   7.966049E+03   4.198508E-01   1.798945E+02   3.579855E+13
   33000   8.374814E+03   4.031108E-01   2.019981E+02   3.764423E+13
   34000   8.776925E+03   4.025781E-01   2.153777E+02   3.945987E+13
   35000   9.180924E+03   3.995022E-01   2.136263E+02   4.128405E+13
   36000   9.584495E+03   4.122463E-01   1.991182E+02   4.310629E+13
   37000   1.000783E+04   4.316923E-01   1.912470E+02   4.501777E+13
   38000   1.044308E+04   4.334287E-01   1.902431E+02   4.698310E+13
   39000   1.086836E+04   4.185242E-01   1.973748E+02   4.890336E+13
   40000   1.128050E+04   4.085667E-01   2.076473E+02   5.076434E+13
   41000   1.169050E+04   4.104179E-01   2.126754E+02   5.261560E+13
   42000   1.210171E+04   4.102560E-01   2.126680E+02   5.447236E+13
   43000   1.251218E+04   4.121834E-01   2.081676E+02   5.632579E+13
   44000   1.292853E+04   4.192852E-01   2.051470E+02   5.820577E+13
   45000   1.334774E+04   4.167691E-01   2.061012E+02   6.009869E+13
   46000   1.376051E+04   4.094660E-01   2.106994E+02   6.196251E+13
   47000   1.416928E+04   4.076204E-01   2.147386E+02   6.380826E+13
   48000   1.457730E+04   4.091929E-01   2.165487E+02   6.565065E+13
   49000   1.498449E+04   4.070190E-01   2.134279E+02   6.748929E+13
   50000   1.539518E+04   4.139545E-01   2.098594E+02   6.934375E+13
   51000   1.581106E+04   4.166480E-01   2.092539E+02   7.122161E+13
   52000   1.622739E+04   4.154119E-01   2.089728E+02   7.310153E+13
   53000   1.664344E+04   4.179057E-01   2.072582E+02   7.498018E+13
   54000   1.706200E+04   4.187364E-01   2.069464E+02   7.687014E+13
   55000   1.748046E+04   4.181208E-01   2.062726E+02   7.875971E+13
   56000   1.789896E+04   4.184689E-01   2.042149E+02   8.064940E+13
   57000   1.831887E+04   4.217330E-01   2.007840E+02   8.254551E+13
   58000   1.874322E+04   4.274410E-01   1.982687E+02   8.446163E+13
   59000   1.917140E+04   4.273693E-01   1.982416E+02   8.639507E+13
   60000   1.959717E+04   4.248023E-01   1.998818E+02   8.831762E+13
   61000   2.002044E+04   4.215111E-01   2.019525E+02   9.022889E+13
   62000   2.044199E+04   4.216849E-01   2.035844E+02   9.213236E+13
   63000   2.086385E+04   4.216638E-01   2.031363E+02   9.403726E+13
   64000   2.128652E+04   4.233570E-01   2.022593E+02   9.594582E+13
   65000   2.171047E+04   4.241134E-01   2.020142E+02   9.786016E+13
   66000   2.213458E+04   4.235573E-01   2.021029E+02   9.977524E+13
   67000   2.255820E+04   4.236491E-01   2.023264E+02   1.016881E+14
   68000   2.298214E+04   4.241315E-01   2.021943E+02   1.036024E+14
   69000   2.340485E+04   4.208876E-01   2.031478E+02   1.055111E+14
   70000   2.382450E+04   4.182425E-01   2.052511E+02   1.074061E+14
   71000   2.424260E+04   4.179647E-01   2.068905E+02   1.092940E+14
   72000   2.466080E+04   4.181710E-01   2.072243E+02   1.111823E+14
   73000   2.507911E+04   4.186780E-01   2.064671E+02   1.130712E+14
   74000   2.549850E+04   4.198933E-01   2.060528E+02   1.149650E+14
   75000   2.591823E+04   4.189510E-01   2.062432E+02   1.168603E+14
   76000   2.633636E+04   4.171149E-01   2.073008E+02   1.187483E+14
   77000   2.675277E+04   4.158474E-01   2.086915E+02   1.206286E+14
   78000   2.716760E+04   4.144341E-01   2.102122E+02   1.225018E+14
   79000   2.758222E+04   4.147826E-01   2.107786E+02   1.243740E+14
   80000   2.799655E+04   4.144913E-01   2.095756E+02   1.262449E+14
   81000   2.841172E+04   4.165779E-01   2.075376E+02   1.281196E+14
   82000   2.882974E+04   4.193037E-01   2.066047E+02   1.300072E+14
   83000   2.924866E+04   4.187330E-01   2.069137E+02   1.318988E+14
   84000   2.966680E+04   4.179761E-01   2.075220E+02   1.337869E+14
   85000   3.008452E+04   4.178672E-01   2.079497E+02   1.356731E+14
   86000   3.050223E+04   4.177287E-01   2.075699E+02   1.375593E+14
   87000   3.091983E+04   4.179128E-01   2.063116E+02   1.394450E+14
   88000   3.133889E+04   4.202220E-01   2.050227E+02   1.413372E+14
   89000   3.175959E+04   4.202440E-01   2.051469E+02   1.432369E+14
   90000   3.217876E+04   4.181386E-01   2.062996E+02   1.451297E+14
   91000   3.259649E+04   4.174380E-01   2.075055E+02   1.470159E+14
   92000   3.301436E+04   4.178758E-01   2.074686E+02   1.489028E+14
   93000   3.343235E+04   4.182818E-01   2.066613E+02   1.507903E+14
   94000   3.385146E+04   4.196167E-01   2.060895E+02   1.526828E+14
   95000   3.427113E+04   4.193530E-01   2.062021E+02   1.545778E+14
   96000   3.469032E+04   4.188669E-01   2.066171E+02   1.564706E+14
   97000   3.510902E+04   4.181110E-01   2.070568E+02   1.583613E+14
   98000   3.552692E+04   4.180148E-01   2.076832E+02   1.602483E+14
   99000   3.594492E+04   4.176641E-01   2.075497E+02   1.621358E+14
  100000   3.636279E+04   4.180647E-01   2.065950E+02   1.640227E+14
  101000   3.678161E+04   4.198560E-01   2.054444E+02   1.659139E+14
  102000   3.720203E+04   4.210064E-01   2.049707E+02   1.678123E+14
  103000   3.762311E+04   4.211704E-01   2.048174E+02   1.697136E+14
  104000   3.804411E+04   4.209051E-01   2.050078E+02   1.716147E+14
  105000   3.846453E+04   4.201606E-01   2.054371E+02   1.735131E+14
  106000   3.888448E+04   4.195495E-01   2.058913E+02   1.754094E+14
  107000   3.930422E+04   4.197273E-01   2.060746E+02   1.773047E+14
