Started: 2026-06-22T14:58:44.691031
Command: ./snec (cwd=/Users/arifchu/Desktop/GitHub/supernova_theory/snec/runs/model_variants/wn3_sce_mass_m0p01_r5_e1_ni050)


 ***********************************
 * Supernova Explosion Code (SNEC) *
 ***********************************

 Removing output directory contents: Data
 Using the Paczynski EOS!
 Profile file: profiles/generated/avishai_wn3_ext_m0p01_r5.short
 We have         1177 profile zones.
 We have         1177 composition profile zones.
************************************************************
 Operating in Thermal Bomb Mode  1
 Bomb energy is spread over =           21 points
 Total energy of the model =   -1.1785238357603449E+051  ergs
 Total energy of the bomb =    2.1785238357603449E+051  ergs
************************************************************
 composing opacity tables from OPAL (may take a few minutes)...
 finished composing opacity tables
      nt           time          dtime       max(rho)       shockpos
       0   0.000000E+00   1.025000E-08   4.759366E+07   1.454745E+08
    1000   2.239861E-01   7.179060E-04   6.181077E+06   5.218360E+08
    2000   3.528410E+00   7.979250E-03   8.771706E+04   3.771211E+09
    3000   1.221818E+01   9.822195E-03   4.524322E+04   9.978190E+09
    4000   2.121523E+01   8.851724E-03   3.227228E+04   1.659093E+10
    5000   2.849486E+01   6.067269E-03   2.169085E+04   2.232165E+10
    6000   3.383469E+01   4.741368E-03   1.608241E+04   2.694748E+10
    7000   3.864561E+01   5.568643E-03   1.258238E+04   3.186529E+10
    8000   4.841535E+01   1.742486E-02   8.042598E+03   5.379721E+10
    9000   8.699301E+01   5.893208E-02   2.421986E+03   1.287599E+11
   10000   1.435968E+02   5.442634E-02   9.437172E+02   2.263443E+11
   11000   1.965229E+02   5.183878E-02   5.422479E+02   3.104400E+11
 finished tracing the shock position
 Time of breakout is   221.37074156960975     
   12000   2.475634E+02   5.016766E-02   3.655846E+02   4.267180E+11
   13000   2.974426E+02   4.938172E-02   2.697167E+02   5.939755E+11
   14000   3.476112E+02   5.587287E-02   2.113123E+02   7.680338E+11
   15000   4.229937E+02   1.013331E-01   1.572607E+02   1.034034E+12
   16000   5.641293E+02   1.924907E-01   1.064065E+02   1.538633E+12
   17000   8.372843E+02   3.759459E-01   6.819254E+01   2.525269E+12
   18000   1.371635E+03   7.368424E-01   5.061338E+01   4.469037E+12
   19000   2.032921E+03   5.147547E-01   6.578101E+01   6.883610E+12
   20000   2.464037E+03   3.643792E-01   1.123157E+02   8.460124E+12
   21000   2.787064E+03   2.920649E-01   2.042174E+02   9.642112E+12
   22000   3.067101E+03   2.798705E-01   3.290057E+02   1.066719E+13
   23000   3.363507E+03   2.930999E-01   3.524114E+02   1.175252E+13
   24000   3.656701E+03   3.013580E-01   2.662237E+02   1.282638E+13
   25000   3.982009E+03   3.561187E-01   1.825713E+02   1.401816E+13
   26000   4.385330E+03   4.687224E-01   1.347591E+02   1.549610E+13
   27000   4.894394E+03   4.919758E-01   1.292387E+02   1.736200E+13
   28000   5.336271E+03   4.077766E-01   1.613589E+02   1.898197E+13
   29000   5.721939E+03   3.665749E-01   2.073023E+02   2.039610E+13
   30000   6.086796E+03   3.756995E-01   2.438759E+02   2.173408E+13
   31000   6.459824E+03   3.666430E-01   2.276913E+02   2.310216E+13
   32000   6.840404E+03   3.968847E-01   1.935080E+02   2.449806E+13
   33000   7.257809E+03   4.418156E-01   1.688012E+02   2.602917E+13
   34000   7.719761E+03   4.651328E-01   1.635482E+02   2.772383E+13
   35000   8.162625E+03   4.217455E-01   1.782953E+02   2.934858E+13
   36000   8.575332E+03   4.094838E-01   1.993861E+02   3.086279E+13
   37000   8.986663E+03   4.160139E-01   2.086895E+02   3.237204E+13
   38000   9.399985E+03   4.093012E-01   2.031520E+02   3.388867E+13
   39000   9.814264E+03   4.242497E-01   1.883240E+02   3.540888E+13
   40000   1.025166E+04   4.469952E-01   1.817928E+02   3.701399E+13
   41000   1.069757E+04   4.400719E-01   1.833002E+02   3.865043E+13
   42000   1.112951E+04   4.248151E-01   1.913181E+02   4.023565E+13
   43000   1.154919E+04   4.167481E-01   2.010181E+02   4.177592E+13
   44000   1.196902E+04   4.223656E-01   2.043232E+02   4.331677E+13
   45000   1.239013E+04   4.201301E-01   2.024783E+02   4.486241E+13
   46000   1.281167E+04   4.249917E-01   1.977798E+02   4.640966E+13
   47000   1.324069E+04   4.314709E-01   1.960773E+02   4.798440E+13
   48000   1.366966E+04   4.257940E-01   1.976661E+02   4.955903E+13
   49000   1.409327E+04   4.217649E-01   2.011773E+02   5.111398E+13
   50000   1.451571E+04   4.226718E-01   2.030468E+02   5.266471E+13
   51000   1.493852E+04   4.223861E-01   2.031891E+02   5.421683E+13
   52000   1.536029E+04   4.218581E-01   2.004294E+02   5.576515E+13
   53000   1.578534E+04   4.283344E-01   1.973898E+02   5.732556E+13
   54000   1.621471E+04   4.289601E-01   1.974559E+02   5.890189E+13
   55000   1.664352E+04   4.288780E-01   1.979556E+02   6.047613E+13
   56000   1.707117E+04   4.282131E-01   1.955413E+02   6.204620E+13
   57000   1.750238E+04   4.332830E-01   1.936888E+02   6.362932E+13
   58000   1.793624E+04   4.335998E-01   1.937451E+02   6.522222E+13
   59000   1.836891E+04   4.323295E-01   1.945563E+02   6.681079E+13
   60000   1.880118E+04   4.313483E-01   1.938977E+02   6.839788E+13
   61000   1.923312E+04   4.334334E-01   1.907726E+02   6.998379E+13
   62000   1.966901E+04   4.380188E-01   1.878113E+02   7.158425E+13
   63000   2.010971E+04   4.423929E-01   1.866020E+02   7.320235E+13
   64000   2.055044E+04   4.386313E-01   1.876943E+02   7.482063E+13
   65000   2.098696E+04   4.352124E-01   1.902528E+02   7.642341E+13
   66000   2.142276E+04   4.366772E-01   1.914067E+02   7.802362E+13
   67000   2.185893E+04   4.366925E-01   1.903663E+02   7.962519E+13
   68000   2.229635E+04   4.383616E-01   1.892445E+02   8.123135E+13
   69000   2.273560E+04   4.401172E-01   1.886675E+02   8.284424E+13
   70000   2.317493E+04   4.390413E-01   1.890861E+02   8.445744E+13
   71000   2.361409E+04   4.391810E-01   1.886741E+02   8.607004E+13
   72000   2.405399E+04   4.395770E-01   1.884026E+02   8.768535E+13
   73000   2.449220E+04   4.369523E-01   1.896062E+02   8.929450E+13
   74000   2.492795E+04   4.348782E-01   1.913289E+02   9.089459E+13
   75000   2.536287E+04   4.350311E-01   1.923369E+02   9.249166E+13
   76000   2.579795E+04   4.349968E-01   1.918451E+02   9.408932E+13
   77000   2.623359E+04   4.365092E-01   1.907317E+02   9.568904E+13
   78000   2.667113E+04   4.376565E-01   1.904551E+02   9.729573E+13
   79000   2.710830E+04   4.363121E-01   1.908616E+02   9.890111E+13
   80000   2.754429E+04   4.359156E-01   1.915999E+02   1.005021E+14
   81000   2.798050E+04   4.365509E-01   1.915549E+02   1.021040E+14
   82000   2.841629E+04   4.350858E-01   1.919949E+02   1.037043E+14
   83000   2.885081E+04   4.340901E-01   1.928245E+02   1.052999E+14
   84000   2.928514E+04   4.344486E-01   1.931079E+02   1.068949E+14
   85000   2.971924E+04   4.346772E-01   1.920783E+02   1.084890E+14
   86000   3.015471E+04   4.365062E-01   1.910517E+02   1.100882E+14
   87000   3.059177E+04   4.374465E-01   1.907463E+02   1.116932E+14
   88000   3.102903E+04   4.370186E-01   1.908618E+02   1.132989E+14
   89000   3.146575E+04   4.366353E-01   1.912189E+02   1.149026E+14
   90000   3.190260E+04   4.369666E-01   1.912008E+02   1.165069E+14
   91000   3.233897E+04   4.361498E-01   1.903277E+02   1.181093E+14
   92000   3.277594E+04   4.381941E-01   1.885852E+02   1.197140E+14
   93000   3.321559E+04   4.407577E-01   1.876034E+02   1.213285E+14
   94000   3.365606E+04   4.392073E-01   1.879980E+02   1.229461E+14
   95000   3.409424E+04   4.375841E-01   1.893899E+02   1.245552E+14
   96000   3.453235E+04   4.382367E-01   1.897098E+02   1.261641E+14
   97000   3.497034E+04   4.380956E-01   1.886170E+02   1.277725E+14
   98000   3.540963E+04   4.404120E-01   1.872289E+02   1.293857E+14
   99000   3.585122E+04   4.420981E-01   1.867927E+02   1.310073E+14
  100000   3.629316E+04   4.418421E-01   1.869189E+02   1.326302E+14
  101000   3.673519E+04   4.420716E-01   1.868727E+02   1.342535E+14
  102000   3.717716E+04   4.418991E-01   1.868937E+02   1.358765E+14
  103000   3.761916E+04   4.421047E-01   1.865775E+02   1.374997E+14
  104000   3.806142E+04   4.423222E-01   1.861142E+02   1.391238E+14
  105000   3.850404E+04   4.432499E-01   1.853196E+02   1.407492E+14
  106000   3.894803E+04   4.443940E-01   1.850242E+02   1.423796E+14
  107000   3.939241E+04   4.442186E-01   1.849487E+02   1.440115E+14
  108000   3.983687E+04   4.445024E-01   1.848120E+02   1.456437E+14
  109000   4.028130E+04   4.446290E-01   1.843911E+02   1.472758E+14
  110000   4.072624E+04   4.453790E-01   1.838451E+02   1.489097E+14
  111000   4.117175E+04   4.450913E-01   1.839468E+02   1.505457E+14
  112000   4.161613E+04   4.440675E-01   1.846200E+02   1.521776E+14
  113000   4.206039E+04   4.444810E-01   1.848928E+02   1.538090E+14
  114000   4.250437E+04   4.438890E-01   1.840687E+02   1.554394E+14
  115000   4.294910E+04   4.458642E-01   1.827198E+02   1.570725E+14
  116000   4.339617E+04   4.471742E-01   1.824172E+02   1.587143E+14
  117000   4.384257E+04   4.453715E-01   1.830771E+02   1.603535E+14
  118000   4.428721E+04   4.442940E-01   1.841604E+02   1.619863E+14
  119000   4.473189E+04   4.450064E-01   1.844567E+02   1.636193E+14
  120000   4.517673E+04   4.446184E-01   1.840859E+02   1.652528E+14
  121000   4.562185E+04   4.455141E-01   1.833331E+02   1.668873E+14
  122000   4.606799E+04   4.470063E-01   1.826908E+02   1.685256E+14
  123000   4.651514E+04   4.469613E-01   1.826468E+02   1.701677E+14
  124000   4.696158E+04   4.460681E-01   1.830880E+02   1.718070E+14
  125000   4.740708E+04   4.451971E-01   1.837099E+02   1.734430E+14
  126000   4.785256E+04   4.454129E-01   1.838449E+02   1.750788E+14
  127000   4.829795E+04   4.456790E-01   1.831994E+02   1.767143E+14
  128000   4.874406E+04   4.468465E-01   1.823406E+02   1.783525E+14
  129000   4.919163E+04   4.476999E-01   1.821421E+02   1.799960E+14
  130000   4.963887E+04   4.473052E-01   1.824594E+02   1.816383E+14
  131000   5.008623E+04   4.474118E-01   1.824985E+02   1.832810E+14
  132000   5.053359E+04   4.474761E-01   1.822066E+02   1.849238E+14
  133000   5.098139E+04   4.477469E-01   1.820950E+02   1.865681E+14
  134000   5.142875E+04   4.473589E-01   1.823623E+02   1.882108E+14
  135000   5.187614E+04   4.472129E-01   1.823742E+02   1.898537E+14
  136000   5.232347E+04   4.476320E-01   1.818759E+02   1.914963E+14
  137000   5.277140E+04   4.483456E-01   1.813228E+02   1.931410E+14
  138000   5.322029E+04   4.490724E-01   1.810886E+02   1.947894E+14
  139000   5.366884E+04   4.483742E-01   1.814213E+02   1.964364E+14
  140000   5.411684E+04   4.478395E-01   1.817958E+02   1.980815E+14
  141000   5.456474E+04   4.480588E-01   1.819618E+02   1.997261E+14
  142000   5.501258E+04   4.479051E-01   1.815505E+02   2.013706E+14
  143000   5.546069E+04   4.484598E-01   1.807213E+02   2.030160E+14
  144000   5.590999E+04   4.501519E-01   1.799495E+02   2.046658E+14
  145000   5.636026E+04   4.496572E-01   1.801000E+02   2.063192E+14
  146000   5.680920E+04   4.484874E-01   1.808543E+02   2.079677E+14
  147000   5.725805E+04   4.489722E-01   1.810986E+02   2.096158E+14
  148000   5.770667E+04   4.486539E-01   1.802972E+02   2.112630E+14
  149000   5.815630E+04   4.506391E-01   1.792612E+02   2.129140E+14
  150000   5.860772E+04   4.519396E-01   1.788446E+02   2.145716E+14
  151000   5.905956E+04   4.513239E-01   1.789594E+02   2.162307E+14
  152000   5.951077E+04   4.511153E-01   1.792774E+02   2.178875E+14
  153000   5.996216E+04   4.514788E-01   1.792966E+02   2.195449E+14
