Started: 2026-06-22T19:36:54.397582
Command: ./snec (cwd=/Users/arifchu/Desktop/GitHub/supernova_theory/snec/runs/model_variants/avishai_bsg3_sce_e1_ni050)


 ***********************************
 * Supernova Explosion Code (SNEC) *
 ***********************************

 Removing output directory contents: Data
 Using the Paczynski EOS!
 Profile file: avishai_models/MW-M22M5.5P367-primary-BSG3.short
 We have         1183 profile zones.
 We have         1183 composition profile zones.
************************************************************
 Operating in Thermal Bomb Mode  1
 Bomb energy is spread over =           21 points
 Total energy of the model =   -1.1058353696327749E+051  ergs
 Total energy of the bomb =    2.1058353696327749E+051  ergs
************************************************************
 composing opacity tables from OPAL (may take a few minutes)...
 finished composing opacity tables
      nt           time          dtime       max(rho)       shockpos
       0   0.000000E+00   1.025000E-08   4.835050E+07   1.453001E+08
    1000   3.103628E-01   1.101208E-03   3.546417E+06   6.380752E+08
    2000   5.842533E+00   1.137018E-02   4.135678E+04   5.463826E+09
    3000   3.465845E+01   4.107495E-02   9.667305E+03   3.082795E+10
    4000   9.542970E+01   8.750089E-02   1.456360E+03   8.057601E+10
    5000   2.219614E+02   1.505442E-01   3.035044E+02   1.729701E+11
    6000   3.611473E+02   1.252584E-01   1.406651E+02   2.733424E+11
    7000   4.724131E+02   9.711534E-02   9.770127E+01   3.576474E+11
    8000   5.586661E+02   7.617103E-02   8.017115E+01   4.288799E+11
    9000   6.281709E+02   6.485425E-02   7.080769E+01   4.933445E+11
   10000   6.999064E+02   9.326008E-02   6.461336E+01   5.759923E+11
   11000   8.782671E+02   3.155927E-01   5.651749E+01   9.912004E+11
 finished tracing the shock position
 Time of breakout is   891.22332523264413     
   12000   1.391680E+03   4.825597E-01   7.279177E+01   3.399687E+12
   13000   1.755092E+03   2.752976E-01   1.804323E+02   5.239076E+12
   14000   1.981622E+03   1.924972E-01   5.099361E+02   6.397030E+12
   15000   2.172075E+03   1.962732E-01   8.373889E+02   7.374503E+12
   16000   2.362876E+03   2.091009E-01   4.229173E+02   8.356372E+12
   17000   2.623725E+03   3.238370E-01   1.799147E+02   9.701877E+12
