3089	15
1.0d0 1.0d0 4.0d0 12.0d0 16.0d0 20.0d0 24.0d0 28.0d0 32.0d0 36.0d0 40.0d0 44.0d0 48.0d0 52.0d0 56.0d0 
0.0d0 1.0d0 2.0d0 6.0d0 8.0d0 10.0d0 12.0d0 14.0d0 16.0d0 18.0d0 20.0d0 22.0d0 24.0d0 26.0d0 28.0d0 
   1.492498E+27   2.881377E+05   6.341704E-03   0.000000E+00   1.090314E-02   2.924327E-06   1.209601E-06   4.454787E-08   1.836222E-07   1.703445E-06   3.310757E-07   6.493681E-08   1.189785E-08   4.114138E-10   9.802554E-01   2.462270E-03   1.868254E-11
   5.182882E+27   4.363497E+05   6.340912E-03   0.000000E+00   1.090747E-02   2.926171E-06   1.211086E-06   4.461580E-08   1.840148E-07   1.708163E-06   3.321962E-07   6.518927E-08   1.195189E-08   4.134439E-10   9.802356E-01   2.478499E-03   1.881228E-11
   8.873265E+27   5.220152E+05   6.340166E-03   0.000000E+00   1.091152E-02   2.927900E-06   1.212478E-06   4.467952E-08   1.843833E-07   1.712595E-06   3.332494E-07   6.542667E-08   1.200274E-08   4.153550E-10   9.802170E-01   2.493796E-03   1.893465E-11
   1.625403E+28   6.387452E+05   6.339231E-03   0.000000E+00   1.091659E-02   2.930059E-06   1.214218E-06   4.475915E-08   1.848441E-07   1.718142E-06   3.345686E-07   6.572418E-08   1.206651E-08   4.177529E-10   9.801937E-01   2.513016E-03   1.908852E-11
   3.101557E+28   7.923149E+05   6.337703E-03   0.000000E+00   1.092483E-02   2.933568E-06   1.217047E-06   4.488871E-08   1.855948E-07   1.727187E-06   3.367218E-07   6.621019E-08   1.217081E-08   4.216774E-10   9.801554E-01   2.544534E-03   1.934116E-11
   6.053864E+28   9.902954E+05   6.335242E-03   0.000000E+00   1.093799E-02   2.939167E-06   1.221571E-06   4.509589E-08   1.867976E-07   1.741708E-06   3.401841E-07   6.699267E-08   1.233904E-08   4.280167E-10   9.800936E-01   2.595630E-03   1.975134E-11
   1.195848E+29   1.242772E+06   6.331304E-03   0.000000E+00   1.095876E-02   2.947995E-06   1.228717E-06   4.542337E-08   1.887042E-07   1.764791E-06   3.457009E-07   6.824211E-08   1.260842E-08   4.381908E-10   9.799943E-01   2.678028E-03   2.041487E-11
   2.361846E+29   1.559699E+06   6.325066E-03   1.150924E-28   1.099094E-02   2.961641E-06   1.239798E-06   4.593162E-08   1.916764E-07   1.800932E-06   3.543736E-07   7.021247E-08   1.303516E-08   4.543526E-10   9.798364E-01   2.809890E-03   2.148216E-11
   4.693841E+29   1.961845E+06   6.315142E-03   0.000000E+00   1.104046E-02   2.982576E-06   1.256886E-06   4.671629E-08   1.962969E-07   1.857503E-06   3.680408E-07   7.333210E-08   1.371564E-08   4.801864E-10   9.795835E-01   3.023160E-03   2.322200E-11
   9.212083E+29   2.457995E+06   6.300127E-03   0.000000E+00   1.111425E-02   3.013555E-06   1.282275E-06   4.788387E-08   2.032359E-07   1.943287E-06   3.889973E-07   7.814777E-08   1.477793E-08   5.204954E-10   9.791860E-01   3.361657E-03   2.601759E-11
