   0.000000000E+00   0.500000000E+04  -0.602799570E+01  -0.399526009E+01  -0.520566876E+01  -0.592927454E+01  -0.620607743E+01  -0.632351975E+01  -0.492462066E+01  -0.497694760E+01  -0.572183223E+01  -0.626799570E+01  -0.671479859E+01
   0.170038224E+04   0.500000000E+04  -0.625090774E+01  -0.421817213E+01  -0.542858080E+01  -0.615218658E+01  -0.642898947E+01  -0.654643179E+01  -0.514753270E+01  -0.519985964E+01  -0.594474427E+01  -0.649090774E+01  -0.693771063E+01
   0.340069559E+04   0.500000000E+04  -0.679470168E+01  -0.476196607E+01  -0.597237474E+01  -0.669598053E+01  -0.697278342E+01  -0.709022573E+01  -0.569132665E+01  -0.574365359E+01  -0.648853821E+01  -0.703470168E+01  -0.748150457E+01
   0.510197882E+04   0.500000000E+04  -0.719137525E+01  -0.515863963E+01  -0.636904831E+01  -0.709265409E+01  -0.736945698E+01  -0.748689929E+01  -0.608800021E+01  -0.614032715E+01  -0.688521178E+01  -0.743137525E+01  -0.787817814E+01
   0.680405834E+04   0.500000000E+04  -0.713664160E+01  -0.510390598E+01  -0.631431466E+01  -0.703792044E+01  -0.731472333E+01  -0.743216564E+01  -0.603326656E+01  -0.608559350E+01  -0.683047813E+01  -0.737664160E+01  -0.782344449E+01
   0.850205992E+04   0.500000000E+04  -0.708316346E+01  -0.505042785E+01  -0.626083653E+01  -0.698444231E+01  -0.726124520E+01  -0.737868751E+01  -0.597978843E+01  -0.603211537E+01  -0.677700000E+01  -0.732316346E+01  -0.776996636E+01
   0.102031767E+05   0.500000000E+04  -0.705858549E+01  -0.502584988E+01  -0.623625855E+01  -0.695986434E+01  -0.723666723E+01  -0.735410954E+01  -0.595521046E+01  -0.600753740E+01  -0.675242202E+01  -0.729858549E+01  -0.774538838E+01
   0.119101668E+05   0.500000000E+04  -0.705594612E+01  -0.502321050E+01  -0.623361918E+01  -0.695722496E+01  -0.723402785E+01  -0.735147017E+01  -0.595257108E+01  -0.600489802E+01  -0.674978265E+01  -0.729594612E+01  -0.774274901E+01
   0.136046834E+05   0.500000000E+04  -0.706369845E+01  -0.503096283E+01  -0.624137151E+01  -0.696497729E+01  -0.724178018E+01  -0.735922250E+01  -0.596032341E+01  -0.601265035E+01  -0.675753498E+01  -0.730369845E+01  -0.775050134E+01
   0.153060056E+05   0.500000000E+04  -0.706441548E+01  -0.503167987E+01  -0.624208854E+01  -0.696569432E+01  -0.724249722E+01  -0.735993953E+01  -0.596104045E+01  -0.601336739E+01  -0.675825201E+01  -0.730441548E+01  -0.775121837E+01
