3194	15
1.0d0 1.0d0 4.0d0 12.0d0 16.0d0 20.0d0 24.0d0 28.0d0 32.0d0 36.0d0 40.0d0 44.0d0 48.0d0 52.0d0 56.0d0 
0.0d0 1.0d0 2.0d0 6.0d0 8.0d0 10.0d0 12.0d0 14.0d0 16.0d0 18.0d0 20.0d0 22.0d0 24.0d0 26.0d0 28.0d0 
   7.462453E+26   2.545596E+05   3.918765E-03   2.132447E-26   1.247011E-02   3.402984E-06   1.908767E-06   7.185216E-08   4.535598E-07   6.691744E-06   2.043973E-06   5.162474E-07   1.602709E-07   5.864565E-09   9.309845E-01   5.257838E-02   1.449202E-09
   1.492495E+27   3.207283E+05   3.918608E-03   0.000000E+00   1.247053E-02   3.403068E-06   1.908874E-06   7.185641E-08   4.536061E-07   6.692751E-06   2.044380E-06   5.163652E-07   1.603174E-07   5.866384E-09   9.309658E-01   5.259675E-02   1.449932E-09
   3.337687E+27   4.194270E+05   3.918392E-03   0.000000E+00   1.247112E-02   3.403183E-06   1.909021E-06   7.186226E-08   4.536698E-07   6.694140E-06   2.044940E-06   5.165277E-07   1.603815E-07   5.868891E-09   9.309401E-01   5.262207E-02   1.450939E-09
   5.182879E+27   4.857038E+05   3.918158E-03   0.000000E+00   1.247175E-02   3.403309E-06   1.909182E-06   7.186864E-08   4.537393E-07   6.695653E-06   2.045551E-06   5.167046E-07   1.604514E-07   5.871624E-09   9.309121E-01   5.264966E-02   1.452036E-09
   8.873263E+27   5.810591E+05   3.917853E-03   0.000000E+00   1.247258E-02   3.403472E-06   1.909391E-06   7.187691E-08   4.538294E-07   6.697614E-06   2.046343E-06   5.169340E-07   1.605420E-07   5.875166E-09   9.308759E-01   5.268541E-02   1.453459E-09
   1.625403E+28   7.109927E+05   3.917344E-03   0.000000E+00   1.247396E-02   3.403744E-06   1.909740E-06   7.189077E-08   4.539801E-07   6.700896E-06   2.047668E-06   5.173180E-07   1.606936E-07   5.881097E-09   9.308152E-01   5.274520E-02   1.455841E-09
   3.101556E+28   8.819331E+05   3.916510E-03   0.000000E+00   1.247623E-02   3.404192E-06   1.910312E-06   7.191352E-08   4.542272E-07   6.706274E-06   2.049839E-06   5.179472E-07   1.609420E-07   5.890819E-09   9.307159E-01   5.284301E-02   1.459748E-09
   6.053863E+28   1.102308E+06   3.915167E-03   9.084432E-27   1.247988E-02   3.404909E-06   1.911233E-06   7.195016E-08   4.546255E-07   6.714946E-06   2.053342E-06   5.189625E-07   1.613432E-07   5.906517E-09   9.305556E-01   5.300099E-02   1.466065E-09
   1.195848E+29   1.383345E+06   3.913031E-03   0.000000E+00   1.248571E-02   3.406037E-06   1.912695E-06   7.200831E-08   4.552595E-07   6.728776E-06   2.058934E-06   5.205839E-07   1.619845E-07   5.931620E-09   9.302985E-01   5.325438E-02   1.476198E-09
   2.361846E+29   1.736125E+06   3.909657E-03   0.000000E+00   1.249496E-02   3.407805E-06   1.915001E-06   7.210029E-08   4.562626E-07   6.750671E-06   2.067794E-06   5.231547E-07   1.630026E-07   5.971488E-09   9.298906E-01   5.365632E-02   1.492343E-09
   4.693841E+29   2.183768E+06   3.904335E-03   0.000000E+00   1.250968E-02   3.410551E-06   1.918634E-06   7.224561E-08   4.578507E-07   6.785402E-06   2.081873E-06   5.272432E-07   1.646251E-07   6.035079E-09   9.292397E-01   5.429777E-02   1.518244E-09
   9.212082E+29   2.736058E+06   3.896160E-03   0.000000E+00   1.253265E-02   3.414656E-06   1.924204E-06   7.246933E-08   4.603066E-07   6.839307E-06   2.103788E-06   5.336165E-07   1.671633E-07   6.134674E-09   9.282171E-01   5.530534E-02   1.559195E-09
   1.373032E+30   3.127185E+06   3.887664E-03   0.000000E+00   1.255677E-02   3.418718E-06   1.929932E-06   7.270035E-08   4.628640E-07   6.895758E-06   2.126832E-06   5.403295E-07   1.698494E-07   6.240178E-09   9.271291E-01   5.637759E-02   1.603121E-09
   2.276681E+30   3.705118E+06   3.876672E-03   0.000000E+00   1.258872E-02   3.423773E-06   1.937325E-06   7.300089E-08   4.662041E-07   6.969786E-06   2.157165E-06   5.491844E-07   1.734097E-07   6.380294E-09   9.256832E-01   5.780228E-02   1.662219E-09
   4.083977E+30   4.509607E+06   3.859160E-03   0.000000E+00   1.264404E-02   3.431753E-06   1.949489E-06   7.350161E-08   4.717681E-07   7.093579E-06   2.208135E-06   5.641178E-07   1.794589E-07   6.619404E-09   9.232050E-01   6.024236E-02   1.764949E-09
   7.698570E+30   5.586483E+06   3.830290E-03   0.000000E+00   1.273453E-02   3.442642E-06   1.967986E-06   7.428583E-08   4.807479E-07   7.297040E-06   2.292958E-06   5.890953E-07   1.897093E-07   7.025620E-09   9.189671E-01   6.441802E-02   1.945943E-09
