1177   20
1.0d0 1.0d0 3.0d0 4.0d0 12.0d0 14.0d0 16.0d0 20.0d0 24.0d0 28.0d0 32.0d0 36.0d0 40.0d0 44.0d0 48.0d0 56.0d0 52.0d0 54.0d0 56.0d0 56.0d0
0.0d0 1.0d0 2.0d0 2.0d0 6.0d0 7.0d0 8.0d0 10.0d0 12.0d0 14.0d0 16.0d0 18.0d0 20.0d0 22.0d0 24.0d0 24.0d0 26.0d0 26.0d0 26.0d0 28.0d0
  9.71303500e+26   4.99941000e+05   3.88006200e-03   7.47372400e-06   3.00002100e-30   7.68697900e-03   6.92399000e-07   6.28956800e-33   2.32545100e-07   2.03459000e-09   1.44275900e-08   2.26956100e-07   3.72627900e-08   4.70990200e-09   8.41478900e-10   2.53334500e-11   1.96489400e-11   6.76689600e-04   1.52923100e-11   4.53207000e-05   9.87702300e-01   6.62393300e-12
  1.94260700e+27   6.29892100e+05   3.87980800e-03   7.47409200e-06   3.00002100e-30   7.68713400e-03   6.92407300e-07   6.28910800e-33   2.32551600e-07   2.03462100e-09   1.44282700e-08   2.26975200e-07   3.72664300e-08   4.71040600e-09   8.41581300e-10   2.53363100e-11   1.96515000e-11   6.76616800e-04   1.52945700e-11   4.53245000e-05   9.87702400e-01   6.62503700e-12
  3.88521500e+27   7.93627100e+05   3.87951200e-03   7.47453800e-06   3.00002100e-30   7.68732600e-03   6.92418100e-07   6.28856300e-33   2.32559500e-07   2.03466200e-09   1.44290900e-08   2.26998100e-07   3.72707800e-08   4.71100800e-09   8.41703700e-10   2.53397300e-11   1.96545600e-11   6.76530300e-04   1.52972500e-11   4.53290400e-05   9.87702600e-01   6.62635300e-12
  7.77043200e+27   9.99933400e+05   3.87904200e-03   7.47524600e-06   3.00002100e-30   7.68763000e-03   6.92435200e-07   6.28768800e-33   2.32572200e-07   2.03472600e-09   1.44304100e-08   2.27034400e-07   3.72777000e-08   4.71196500e-09   8.41898000e-10   2.53451500e-11   1.96594200e-11   6.76392900e-04   1.53015200e-11   4.53362300e-05   9.87702900e-01   6.62844000e-12
  1.55408700e+28   1.25988900e+06   3.87846000e-03   7.47649200e-06   3.00002100e-30   7.68827200e-03   6.92483500e-07   6.28625500e-33   2.32598500e-07   2.03489800e-09   1.44328200e-08   2.27093900e-07   3.72888000e-08   4.71348000e-09   8.42200300e-10   2.53536600e-11   1.96668700e-11   6.76136400e-04   1.53079600e-11   4.53469600e-05   9.87703100e-01   6.63154600e-12
  3.10817300e+28   1.58746600e+06   3.87727600e-03   7.47827600e-06   3.00002100e-30   7.68904000e-03   6.92526700e-07   6.28397700e-33   2.32630400e-07   2.03505900e-09   1.44361300e-08   2.27185600e-07   3.73062400e-08   4.71589100e-09   8.42690200e-10   2.53673400e-11   1.96791100e-11   6.75790000e-04   1.53187100e-11   4.53651000e-05   9.87703800e-01   6.63681100e-12
  6.21634700e+28   2.00029000e+06   3.87539600e-03   7.48110900e-06   3.00002100e-30   7.69025800e-03   6.92595300e-07   6.28024000e-33   2.32681100e-07   2.03531600e-09   1.44413800e-08   2.27331100e-07   3.73339500e-08   4.71972200e-09   8.43468400e-10   2.53890600e-11   1.96985500e-11   6.75240500e-04   1.53357900e-11   4.53939100e-05   9.87705000e-01   6.64517700e-12
  1.24326900e+29   2.52062600e+06   3.87249100e-03   7.48566400e-06   3.00002100e-30   7.69226500e-03   6.92713800e-07   6.27398500e-33   2.32764300e-07   2.03575400e-09   1.44498800e-08   2.27563100e-07   3.73780200e-08   4.72580600e-09   8.44702100e-10   2.54235300e-11   1.97293300e-11   6.74354800e-04   1.53627900e-11   4.54393500e-05   9.87706800e-01   6.65838000e-12
  2.48653900e+29   3.17662600e+06   3.86772000e-03   7.49277700e-06   3.00002100e-30   7.69529500e-03   6.92880700e-07   6.26323000e-33   2.32890300e-07   2.03638000e-09   1.44630400e-08   2.27930100e-07   3.74479500e-08   4.73548100e-09   8.46670000e-10   2.54784300e-11   1.97785300e-11   6.72979200e-04   1.54060500e-11   4.55122500e-05   9.87709800e-01   6.67959700e-12
  4.97307800e+29   4.00397300e+06   3.86014900e-03   7.50407100e-06   3.00002100e-30   7.70009600e-03   6.93143800e-07   6.24384000e-33   2.33089600e-07   2.03736500e-09   1.44839100e-08   2.28513400e-07   3.75592000e-08   4.75087500e-09   8.49802500e-10   2.55657700e-11   1.98568400e-11   6.70801000e-04   1.54749800e-11   4.56282300e-05   9.87714600e-01   6.71341800e-12
