time_h,M_g_snec,M_g_nakar_sari,nuLnu_g_snec_erg_s,nuLnu_g_nakar_sari_erg_s,ratio_nakar_sari_to_snec
4.01672217e+00,-1.38670701e+01,-1.22214598e+01,9.62570667e+40,2.11441190e+40,2.19663030e-01
4.03338989e+00,-1.38715232e+01,-1.22250003e+01,9.66526716e+40,2.12131804e+40,2.19478469e-01
4.05007903e+00,-1.38759044e+01,-1.22285320e+01,9.70434758e+40,2.12822500e+40,2.19306345e-01
4.06674997e+00,-1.38802057e+01,-1.22320373e+01,9.74286900e+40,2.13511083e+40,2.19146006e-01
4.08340025e+00,-1.38844320e+01,-1.22355240e+01,9.78086767e+40,2.14197950e+40,2.18996880e-01
4.10003511e+00,-1.38886029e+01,-1.22389945e+01,9.81851354e+40,2.14883392e+40,2.18855320e-01
4.11676906e+00,-1.38927514e+01,-1.22424663e+01,9.85610095e+40,2.15571730e+40,2.18719077e-01
4.13337397e+00,-1.38968143e+01,-1.22458948e+01,9.89305226e+40,2.16253740e+40,2.18591527e-01
4.15008447e+00,-1.39008432e+01,-1.22493323e+01,9.92983114e+40,2.16939299e+40,2.18472294e-01
4.16668394e+00,-1.39048247e+01,-1.22527310e+01,9.96631164e+40,2.17619307e+40,2.18354909e-01
4.18341006e+00,-1.39088424e+01,-1.22561367e+01,1.00032597e+41,2.18303321e+40,2.18232185e-01
4.20004553e+00,-1.39128226e+01,-1.22595116e+01,1.00399979e+41,2.18982849e+40,2.18110453e-01
4.21672247e+00,-1.39167799e+01,-1.22628818e+01,1.00766586e+41,2.19663245e+40,2.17992148e-01
4.23334122e+00,-1.39206833e+01,-1.22662192e+01,1.01129510e+41,2.20339935e+40,2.17878970e-01
4.25001269e+00,-1.39245573e+01,-1.22695552e+01,1.01490993e+41,2.21018005e+40,2.17771053e-01
4.26672531e+00,-1.39283982e+01,-1.22728874e+01,1.01850664e+41,2.21696972e+40,2.17668657e-01
4.28335186e+00,-1.39321774e+01,-1.22761829e+01,1.02205800e+41,2.22371190e+40,2.17571987e-01
4.30000711e+00,-1.39359224e+01,-1.22794706e+01,1.02558945e+41,2.23045697e+40,2.17480492e-01
4.31669528e+00,-1.39396351e+01,-1.22827531e+01,1.02910248e+41,2.23720772e+40,2.17394067e-01
4.33341358e+00,-1.39433198e+01,-1.22860248e+01,1.03260091e+41,2.24395979e+40,2.17311429e-01
4.35003022e+00,-1.39469588e+01,-1.22892610e+01,1.03606763e+41,2.25066049e+40,2.17231041e-01
4.36675464e+00,-1.39505960e+01,-1.22925067e+01,1.03954426e+41,2.25739707e+40,2.17152570e-01
4.38335478e+00,-1.39541731e+01,-1.22957146e+01,1.04297482e+41,2.26407452e+40,2.17078541e-01
4.40006453e+00,-1.39579771e+01,-1.22989259e+01,1.04663541e+41,2.27078421e+40,2.16960385e-01
4.41676750e+00,-1.39618025e+01,-1.23021246e+01,1.05032955e+41,2.27748363e+40,2.16835148e-01
4.43334894e+00,-1.39655462e+01,-1.23052891e+01,1.05395741e+41,2.28412693e+40,2.16719091e-01
4.45004317e+00,-1.39692579e+01,-1.23084555e+01,1.05756664e+41,2.29080210e+40,2.16610662e-01
4.46673922e+00,-1.39729312e+01,-1.23116112e+01,1.06115070e+41,2.29747054e+40,2.16507471e-01
4.48343911e+00,-1.39765938e+01,-1.23147567e+01,1.06473640e+41,2.30413305e+40,2.16404083e-01
4.50003211e+00,-1.39802148e+01,-1.23178653e+01,1.06829330e+41,2.31074144e+40,2.16302156e-01
4.51673547e+00,-1.39838389e+01,-1.23209816e+01,1.07186513e+41,2.31738481e+40,2.16201156e-01
4.53341508e+00,-1.39874358e+01,-1.23240829e+01,1.07542197e+41,2.32401137e+40,2.16102278e-01
4.55007358e+00,-1.39910077e+01,-1.23271660e+01,1.07896576e+41,2.33061965e+40,2.16004968e-01
4.56671917e+00,-1.39945600e+01,-1.23302318e+01,1.08250169e+41,2.33721237e+40,2.15908427e-01
4.58336236e+00,-1.39980924e+01,-1.23332868e+01,1.08602930e+41,2.34379692e+40,2.15813414e-01
4.60001108e+00,-1.40016018e+01,-1.23363311e+01,1.08954533e+41,2.35037536e+40,2.15720751e-01
4.61667217e+00,-1.40050839e+01,-1.23393610e+01,1.09304525e+41,2.35694684e+40,2.15631222e-01
4.63335386e+00,-1.40085323e+01,-1.23423845e+01,1.09652239e+41,2.36351924e+40,2.15546829e-01
4.65007150e+00,-1.40119490e+01,-1.23454043e+01,1.09997847e+41,2.37009854e+40,2.15467721e-01
4.66671264e+00,-1.40153100e+01,-1.23483933e+01,1.10338883e+41,2.37663547e+40,2.15394194e-01
4.68338411e+00,-1.40186359e+01,-1.23513771e+01,1.10677399e+41,2.38317667e+40,2.15326408e-01
4.70007228e+00,-1.40219219e+01,-1.23543540e+01,1.11012873e+41,2.38971727e+40,2.15264879e-01
4.71677014e+00,-1.40251650e+01,-1.23573180e+01,1.11344965e+41,2.39625099e+40,2.15209640e-01
4.73335964e+00,-1.40284047e+01,-1.23602504e+01,1.11677701e+41,2.40273322e+40,2.15148880e-01
4.75007722e+00,-1.40317842e+01,-1.23631957e+01,1.12025854e+41,2.40925843e+40,2.15062715e-01
4.76669017e+00,-1.40351293e+01,-1.23661104e+01,1.12371532e+41,2.41573376e+40,2.14977380e-01
4.78341278e+00,-1.40384813e+01,-1.23690301e+01,1.12718994e+41,2.42224128e+40,2.14892025e-01
4.80000883e+00,-1.40417898e+01,-1.23719183e+01,1.13063000e+41,2.42869258e+40,2.14808787e-01
4.81671575e+00,-1.40450996e+01,-1.23748157e+01,1.13408191e+41,2.43517944e+40,2.14726945e-01
4.83341803e+00,-1.40483850e+01,-1.23776964e+01,1.13751880e+41,2.44165253e+40,2.14647224e-01
4.85000203e+00,-1.40516207e+01,-1.23805476e+01,1.14091388e+41,2.44807288e+40,2.14571225e-01
4.86670467e+00,-1.40548497e+01,-1.23834100e+01,1.14431203e+41,2.45453222e+40,2.14498507e-01
4.88340647e+00,-1.40580456e+01,-1.23862572e+01,1.14768531e+41,2.46097983e+40,2.14429844e-01
4.90010603e+00,-1.40612061e+01,-1.23890938e+01,1.15103101e+41,2.46741867e+40,2.14365960e-01
4.91667981e+00,-1.40643079e+01,-1.23919001e+01,1.15432405e+41,2.47380222e+40,2.14307432e-01
4.93336067e+00,-1.40673970e+01,-1.23947118e+01,1.15761297e+41,2.48021717e+40,2.14252712e-01
4.95004086e+00,-1.40704549e+01,-1.23975114e+01,1.16087790e+41,2.48662263e+40,2.14201909e-01
4.96673306e+00,-1.40734935e+01,-1.24003042e+01,1.16413135e+41,2.49302584e+40,2.14153313e-01
4.98343250e+00,-1.40765179e+01,-1.24030876e+01,1.16737864e+41,2.49942354e+40,2.14105642e-01
5.00000197e+00,-1.40795016e+01,-1.24058359e+01,1.17059111e+41,2.50576085e+40,2.14059445e-01
5.01667756e+00,-1.40824848e+01,-1.24085932e+01,1.17381189e+41,2.51213204e+40,2.14014875e-01
5.03333989e+00,-1.40854465e+01,-1.24113397e+01,1.17701821e+41,2.51849136e+40,2.13972165e-01
5.05010406e+00,-1.40884371e+01,-1.24140878e+01,1.18026471e+41,2.52487752e+40,2.13924681e-01
5.06674033e+00,-1.40913799e+01,-1.24168065e+01,1.18346806e+41,2.53120822e+40,2.13880568e-01
5.08337231e+00,-1.40942969e+01,-1.24195163e+01,1.18665191e+41,2.53753064e+40,2.13839511e-01
5.10000750e+00,-1.40971915e+01,-1.24222134e+01,1.18981978e+41,2.54384376e+40,2.13800763e-01
5.11677044e+00,-1.41000855e+01,-1.24249213e+01,1.19299544e+41,2.55019730e+40,2.13764212e-01
5.13343183e+00,-1.41029383e+01,-1.24276045e+01,1.19613419e+41,2.55650566e+40,2.13730674e-01
5.15010700e+00,-1.41057671e+01,-1.24302789e+01,1.19925468e+41,2.56281024e+40,2.13700249e-01
5.16667997e+00,-1.41085566e+01,-1.24329254e+01,1.20233980e+41,2.56906682e+40,2.13672277e-01
5.18338911e+00,-1.41113534e+01,-1.24355856e+01,1.20544096e+41,2.57536825e+40,2.13645325e-01
5.20000511e+00,-1.41141182e+01,-1.24382219e+01,1.20851449e+41,2.58162700e+40,2.13619862e-01
5.21676856e+00,-1.41168887e+01,-1.24408686e+01,1.21160223e+41,2.58793054e+40,2.13595723e-01
5.23344717e+00,-1.41196240e+01,-1.24434939e+01,1.21465847e+41,2.59419559e+40,2.13574074e-01
5.25003961e+00,-1.41223217e+01,-1.24460979e+01,1.21768025e+41,2.60042182e+40,2.13555390e-01
5.26677872e+00,-1.41250215e+01,-1.24487115e+01,1.22071191e+41,2.60669183e+40,2.13538657e-01
5.28342872e+00,-1.41276854e+01,-1.24513029e+01,1.22371066e+41,2.61292155e+40,2.13524458e-01
5.30010553e+00,-1.41303309e+01,-1.24538909e+01,1.22669598e+41,2.61915483e+40,2.13512954e-01
5.31668239e+00,-1.41329368e+01,-1.24564519e+01,1.22964374e+41,2.62534110e+40,2.13504206e-01
5.33339058e+00,-1.41355379e+01,-1.24590235e+01,1.23259313e+41,2.63156817e+40,2.13498527e-01
5.35011394e+00,-1.41381160e+01,-1.24615899e+01,1.23552342e+41,2.63779441e+40,2.13496107e-01
5.36674356e+00,-1.41406604e+01,-1.24641323e+01,1.23842224e+41,2.64397750e+40,2.13495641e-01
5.38340403e+00,-1.41431934e+01,-1.24666683e+01,1.24131483e+41,2.65016254e+40,2.13496406e-01
5.40008975e+00,-1.41457154e+01,-1.24692008e+01,1.24420156e+41,2.65635058e+40,2.13498412e-01
5.41676481e+00,-1.41482214e+01,-1.24717237e+01,1.24707664e+41,2.66252780e+40,2.13501538e-01
5.43342331e+00,-1.41507293e+01,-1.24742317e+01,1.24996054e+41,2.66868807e+40,2.13501786e-01
5.45006758e+00,-1.41533042e+01,-1.24767304e+01,1.25292843e+41,2.67483679e+40,2.13486799e-01
5.46669656e+00,-1.41558592e+01,-1.24792196e+01,1.25588034e+41,2.68097360e+40,2.13473649e-01
5.48342756e+00,-1.41584092e+01,-1.24817122e+01,1.25883342e+41,2.68713759e+40,2.13462525e-01
5.50002267e+00,-1.41609134e+01,-1.24841765e+01,1.26174021e+41,2.69324446e+40,2.13454754e-01
5.51671806e+00,-1.41634073e+01,-1.24866487e+01,1.26464171e+41,2.69938197e+40,2.13450335e-01
5.53339294e+00,-1.41658768e+01,-1.24891077e+01,1.26752141e+41,2.70550294e+40,2.13448303e-01
5.55004661e+00,-1.41683273e+01,-1.24915543e+01,1.27038543e+41,2.71160776e+40,2.13447643e-01
5.56667475e+00,-1.41707590e+01,-1.24939902e+01,1.27323387e+41,2.71769705e+40,2.13448378e-01
5.58339019e+00,-1.41731865e+01,-1.24964304e+01,1.27608376e+41,2.72381065e+40,2.13450772e-01
5.60007686e+00,-1.41755932e+01,-1.24988557e+01,1.27891554e+41,2.72990409e+40,2.13454604e-01
5.61673936e+00,-1.41779789e+01,-1.25012707e+01,1.28172880e+41,2.73598254e+40,2.13460331e-01
5.63338592e+00,-1.41803439e+01,-1.25036765e+01,1.28452376e+41,2.74204895e+40,2.13468137e-01
5.65001864e+00,-1.41826877e+01,-1.25060685e+01,1.28729969e+41,2.74809947e+40,2.13477833e-01
5.66675681e+00,-1.41850272e+01,-1.25084689e+01,1.29007650e+41,2.75418222e+40,2.13489838e-01
5.68337486e+00,-1.41873308e+01,-1.25108455e+01,1.29281655e+41,2.76021523e+40,2.13504014e-01
5.70011472e+00,-1.41896343e+01,-1.25132290e+01,1.29556230e+41,2.76628274e+40,2.13519854e-01
5.71674636e+00,-1.41919066e+01,-1.25155892e+01,1.29827658e+41,2.77230374e+40,2.13537222e-01
5.73338553e+00,-1.41941639e+01,-1.25179441e+01,1.30097857e+41,2.77832145e+40,2.13556281e-01
5.75003028e+00,-1.41964453e+01,-1.25202908e+01,1.30371512e+41,2.78433287e+40,2.13569117e-01
5.76668131e+00,-1.41989185e+01,-1.25226293e+01,1.30668824e+41,2.79033808e+40,2.13542756e-01
5.78334497e+00,-1.42013771e+01,-1.25249632e+01,1.30965053e+41,2.79634185e+40,2.13518170e-01
5.80002011e+00,-1.42038208e+01,-1.25272914e+01,1.31260152e+41,2.80234275e+40,2.13495315e-01
5.81667803e+00,-1.42062452e+01,-1.25296068e+01,1.31553578e+41,2.80832774e+40,2.13474069e-01
5.83344181e+00,-1.42086673e+01,-1.25319307e+01,1.31847380e+41,2.81434475e+40,2.13454735e-01
5.85008536e+00,-1.42110551e+01,-1.25342316e+01,1.32137663e+41,2.82031263e+40,2.13437452e-01
5.86673636e+00,-1.42134289e+01,-1.25365228e+01,1.32426879e+41,2.82627290e+40,2.13421394e-01
5.88339864e+00,-1.42157876e+01,-1.25388090e+01,1.32714881e+41,2.83223097e+40,2.13407189e-01
5.90007267e+00,-1.42181319e+01,-1.25410907e+01,1.33001746e+41,2.83818732e+40,2.13394741e-01
5.91675350e+00,-1.42204613e+01,-1.25433641e+01,1.33287402e+41,2.84413713e+40,2.13383792e-01
5.93343803e+00,-1.42227740e+01,-1.25456302e+01,1.33571617e+41,2.85008078e+40,2.13374731e-01
5.95000994e+00,-1.42250539e+01,-1.25478751e+01,1.33852394e+41,2.85597850e+40,2.13367757e-01
5.96670383e+00,-1.42273330e+01,-1.25501287e+01,1.34133663e+41,2.86191195e+40,2.13362694e-01
5.98339986e+00,-1.42295943e+01,-1.25523737e+01,1.34413318e+41,2.86783750e+40,2.13359624e-01
6.00009814e+00,-1.42318384e+01,-1.25546131e+01,1.34691424e+41,2.87375799e+40,2.13358647e-01
6.01668589e+00,-1.42340522e+01,-1.25568312e+01,1.34966338e+41,2.87963297e+40,2.13359347e-01
6.03340317e+00,-1.42362692e+01,-1.25590567e+01,1.35242211e+41,2.88554398e+40,2.13361195e-01
6.05001294e+00,-1.42384586e+01,-1.25612621e+01,1.35515204e+41,2.89141121e+40,2.13364340e-01
6.06674856e+00,-1.42406882e+01,-1.25634784e+01,1.35793775e+41,2.89731705e+40,2.13361551e-01
6.08336819e+00,-1.42429340e+01,-1.25656697e+01,1.36074950e+41,2.90317241e+40,2.13350981e-01
6.10010839e+00,-1.42451817e+01,-1.25678705e+01,1.36356945e+41,2.90906376e+40,2.13341811e-01
6.11673725e+00,-1.42473982e+01,-1.25700510e+01,1.36635598e+41,2.91491020e+40,2.13334609e-01
6.13337406e+00,-1.42495990e+01,-1.25722243e+01,1.36912841e+41,2.92075114e+40,2.13329233e-01
6.15001250e+00,-1.42517830e+01,-1.25743903e+01,1.37188524e+41,2.92658507e+40,2.13325793e-01
6.16676658e+00,-1.42539656e+01,-1.25765657e+01,1.37464584e+41,2.93245379e+40,2.13324312e-01
6.18339886e+00,-1.42561175e+01,-1.25787185e+01,1.37737306e+41,2.93827282e+40,2.13324401e-01
6.20002333e+00,-1.42582540e+01,-1.25808616e+01,1.38008610e+41,2.94408036e+40,2.13325846e-01
6.21675683e+00,-1.42603899e+01,-1.25830133e+01,1.38280373e+41,2.94992031e+40,2.13328923e-01
6.23336408e+00,-1.42624951e+01,-1.25851432e+01,1.38548754e+41,2.95571043e+40,2.13333599e-01
6.25008675e+00,-1.42646003e+01,-1.25872783e+01,1.38817655e+41,2.96153084e+40,2.13339639e-01
6.26669794e+00,-1.42666769e+01,-1.25893937e+01,1.39083414e+41,2.96730683e+40,2.13347282e-01
6.28343947e+00,-1.42687557e+01,-1.25915203e+01,1.39349965e+41,2.97312249e+40,2.13356530e-01
6.30005189e+00,-1.42708045e+01,-1.25936219e+01,1.39613168e+41,2.97888441e+40,2.13367008e-01
6.31677347e+00,-1.42728529e+01,-1.25957310e+01,1.39876818e+41,2.98467752e+40,2.13378998e-01
6.33337461e+00,-1.42748726e+01,-1.25978197e+01,1.40137260e+41,2.99042337e+40,2.13392453e-01
6.35009631e+00,-1.42768932e+01,-1.25999162e+01,1.40398305e+41,2.99620322e+40,2.13407365e-01
6.36670647e+00,-1.42788866e+01,-1.26019914e+01,1.40656311e+41,3.00193675e+40,2.13423538e-01
6.38344428e+00,-1.42808812e+01,-1.26040773e+01,1.40914947e+41,3.00770879e+40,2.13441430e-01
6.40007744e+00,-1.42828478e+01,-1.26061441e+01,1.41170419e+41,3.01343830e+40,2.13461030e-01
6.41672300e+00,-1.42848012e+01,-1.26082041e+01,1.41424634e+41,3.01916317e+40,2.13482128e-01
6.43336961e+00,-1.42867430e+01,-1.26102591e+01,1.41677793e+41,3.02488294e+40,2.13504380e-01
6.45001206e+00,-1.42886746e+01,-1.26123085e+01,1.41930072e+41,3.03059581e+40,2.13527392e-01
6.46676183e+00,-1.42906079e+01,-1.26143623e+01,1.42183023e+41,3.03633592e+40,2.13551228e-01
6.48337528e+00,-1.42925144e+01,-1.26163940e+01,1.42432909e+41,3.04202361e+40,2.13575896e-01
6.50008225e+00,-1.42944200e+01,-1.26184322e+01,1.42683115e+41,3.04773786e+40,2.13601859e-01
6.51676747e+00,-1.42963111e+01,-1.26204601e+01,1.42931853e+41,3.05343636e+40,2.13628824e-01
6.53343464e+00,-1.42981887e+01,-1.26224795e+01,1.43179243e+41,3.05912184e+40,2.13656796e-01
6.55008475e+00,-1.43000533e+01,-1.26244919e+01,1.43425345e+41,3.06479610e+40,2.13685810e-01
6.56672086e+00,-1.43019139e+01,-1.26264962e+01,1.43671340e+41,3.07045852e+40,2.13714058e-01
6.58334111e+00,-1.43037703e+01,-1.26284914e+01,1.43917201e+41,3.07610763e+40,2.13741486e-01
6.60005978e+00,-1.43056274e+01,-1.26304936e+01,1.44163575e+41,3.08178481e+40,2.13770005e-01
6.61676136e+00,-1.43074707e+01,-1.26324883e+01,1.44408535e+41,3.08745025e+40,2.13799706e-01
6.63344864e+00,-1.43093346e+01,-1.26344732e+01,1.44656657e+41,3.09310177e+40,2.13823674e-01
6.65000639e+00,-1.43111960e+01,-1.26364380e+01,1.44904871e+41,3.09870415e+40,2.13844030e-01
6.66678158e+00,-1.43130691e+01,-1.26384237e+01,1.45155075e+41,3.10437470e+40,2.13866081e-01
6.68342478e+00,-1.43149151e+01,-1.26403859e+01,1.45402081e+41,3.10999176e+40,2.13889081e-01
6.70005417e+00,-1.43167476e+01,-1.26423413e+01,1.45647697e+41,3.11559826e+40,2.13913321e-01
6.71667583e+00,-1.43185677e+01,-1.26442911e+01,1.45892062e+41,3.12119690e+40,2.13938775e-01
6.73341214e+00,-1.43203885e+01,-1.26462474e+01,1.46136931e+41,3.12682638e+40,2.13965515e-01
6.75003239e+00,-1.43221850e+01,-1.26481841e+01,1.46378935e+41,3.13240985e+40,2.13993212e-01
6.76676881e+00,-1.43239821e+01,-1.26501297e+01,1.46621421e+41,3.13802704e+40,2.14022414e-01
6.78338994e+00,-1.43257552e+01,-1.26520561e+01,1.46861062e+41,3.14359902e+40,2.14052587e-01
6.80001558e+00,-1.43275172e+01,-1.26539760e+01,1.47099590e+41,3.14916446e+40,2.14083837e-01
6.81676244e+00,-1.43292803e+01,-1.26559054e+01,1.47338656e+41,3.15476523e+40,2.14116602e-01
6.83339286e+00,-1.43310184e+01,-1.26578167e+01,1.47574712e+41,3.16032166e+40,2.14150624e-01
6.85002500e+00,-1.43327441e+01,-1.26597203e+01,1.47809458e+41,3.16586956e+40,2.14185859e-01
6.86678089e+00,-1.43344698e+01,-1.26616336e+01,1.48044577e+41,3.17145351e+40,2.14222876e-01
6.88343053e+00,-1.43361722e+01,-1.26635303e+01,1.48276888e+41,3.17699684e+40,2.14261095e-01
6.90006594e+00,-1.43378613e+01,-1.26654182e+01,1.48507745e+41,3.18252716e+40,2.14300417e-01
6.91668736e+00,-1.43395370e+01,-1.26672994e+01,1.48737125e+41,3.18804676e+40,2.14341023e-01
6.93341958e+00,-1.43412118e+01,-1.26691887e+01,1.48966736e+41,3.19359797e+40,2.14383294e-01
6.95004047e+00,-1.43428633e+01,-1.26710594e+01,1.49193500e+41,3.19910509e+40,2.14426572e-01
6.96666917e+00,-1.43445032e+01,-1.26729249e+01,1.49419013e+41,3.20460768e+40,2.14471212e-01
6.98342311e+00,-1.43461428e+01,-1.26748001e+01,1.49644825e+41,3.21014656e+40,2.14517712e-01
7.00006731e+00,-1.43477597e+01,-1.26766579e+01,1.49867845e+41,3.21564312e+40,2.14565247e-01
7.01671756e+00,-1.43493652e+01,-1.26785096e+01,1.50089622e+41,3.22113349e+40,2.14614006e-01
7.03337619e+00,-1.43509593e+01,-1.26803579e+01,1.50310148e+41,3.22662155e+40,2.14664252e-01
7.05004489e+00,-1.43525422e+01,-1.26822031e+01,1.50529446e+41,3.23210784e+40,2.14715986e-01
7.06672386e+00,-1.43541136e+01,-1.26840420e+01,1.50747467e+41,3.23758862e+40,2.14769023e-01
7.08341056e+00,-1.43556734e+01,-1.26858775e+01,1.50964191e+41,3.24306669e+40,2.14823573e-01
7.10010686e+00,-1.43572218e+01,-1.26877098e+01,1.51179639e+41,3.24854284e+40,2.14879653e-01
7.11669922e+00,-1.43587489e+01,-1.26895243e+01,1.51392424e+41,3.25397719e+40,2.14936593e-01
7.13341850e+00,-1.43602762e+01,-1.26913475e+01,1.51605537e+41,3.25944683e+40,2.14995236e-01
7.15002375e+00,-1.43618339e+01,-1.26931542e+01,1.51823201e+41,3.26487417e+40,2.15044483e-01
7.16674572e+00,-1.43633941e+01,-1.26949681e+01,1.52041527e+41,3.27033298e+40,2.15094721e-01
7.18334825e+00,-1.43649324e+01,-1.26967632e+01,1.52257096e+41,3.27574552e+40,2.15145672e-01
7.20006422e+00,-1.43664699e+01,-1.26985664e+01,1.52472859e+41,3.28119006e+40,2.15198304e-01
7.21677542e+00,-1.43679958e+01,-1.27003646e+01,1.52687296e+41,3.28662748e+40,2.15252190e-01
7.23336578e+00,-1.43694997e+01,-1.27021431e+01,1.52898936e+41,3.29201728e+40,2.15306749e-01
7.25006911e+00,-1.43710032e+01,-1.27039297e+01,1.53110813e+41,3.29743884e+40,2.15362898e-01
7.26676250e+00,-1.43724956e+01,-1.27057113e+01,1.53321417e+41,3.30285219e+40,2.15420146e-01
7.28344239e+00,-1.43739770e+01,-1.27074847e+01,1.53530754e+41,3.30825286e+40,2.15478187e-01
7.30010664e+00,-1.43754474e+01,-1.27092521e+01,1.53738820e+41,3.31364301e+40,2.15537170e-01
7.31676006e+00,-1.43769073e+01,-1.27110144e+01,1.53945679e+41,3.31902475e+40,2.15597136e-01
7.33340719e+00,-1.43783573e+01,-1.27127704e+01,1.54151411e+41,3.32439726e+40,2.15657920e-01
7.35005322e+00,-1.43797981e+01,-1.27145211e+01,1.54356109e+41,3.32976297e+40,2.15719545e-01
7.36669847e+00,-1.43812297e+01,-1.27162679e+01,1.54559770e+41,3.33512357e+40,2.15782125e-01
7.38333914e+00,-1.43826515e+01,-1.27180093e+01,1.54762303e+41,3.34047655e+40,2.15845622e-01
7.40008906e+00,-1.43840733e+01,-1.27197564e+01,1.54965101e+41,3.34585721e+40,2.15910369e-01
7.41671947e+00,-1.43854763e+01,-1.27214871e+01,1.55165478e+41,3.35119462e+40,2.15975529e-01
7.43335167e+00,-1.43868710e+01,-1.27232140e+01,1.55364926e+41,3.35652754e+40,2.16041523e-01
7.45010200e+00,-1.43882671e+01,-1.27249466e+01,1.55564832e+41,3.36188988e+40,2.16108605e-01
7.46673511e+00,-1.43896445e+01,-1.27266633e+01,1.55762311e+41,3.36720984e+40,2.16176160e-01
7.48336878e+00,-1.43910131e+01,-1.27283764e+01,1.55958778e+41,3.37252519e+40,2.16244654e-01
7.50011589e+00,-1.43923837e+01,-1.27300950e+01,1.56155780e+41,3.37786896e+40,2.16314053e-01
7.51673975e+00,-1.43937367e+01,-1.27317967e+01,1.56350496e+41,3.38316778e+40,2.16383565e-01
7.53334950e+00,-1.43950806e+01,-1.27334933e+01,1.56544143e+41,3.38845736e+40,2.16453794e-01
7.55005653e+00,-1.43964244e+01,-1.27351946e+01,1.56738015e+41,3.39377117e+40,2.16525083e-01
7.56674625e+00,-1.43977587e+01,-1.27368890e+01,1.56930755e+41,3.39907286e+40,2.16596987e-01
7.58342506e+00,-1.43991255e+01,-1.27385788e+01,1.57128434e+41,3.40436631e+40,2.16661378e-01
7.60009775e+00,-1.44004880e+01,-1.27402636e+01,1.57325740e+41,3.40965216e+40,2.16725640e-01
7.61676447e+00,-1.44018424e+01,-1.27419420e+01,1.57522118e+41,3.41492853e+40,2.16790414e-01
7.63342392e+00,-1.44031888e+01,-1.27436160e+01,1.57717579e+41,3.42019785e+40,2.16855842e-01
7.65007642e+00,-1.44045269e+01,-1.27452858e+01,1.57912076e+41,3.42546026e+40,2.16921995e-01
7.66672283e+00,-1.44058543e+01,-1.27469488e+01,1.58105254e+41,3.43071245e+40,2.16989148e-01
7.68336428e+00,-1.44071696e+01,-1.27486076e+01,1.58296905e+41,3.43595826e+40,2.17057830e-01
7.70000214e+00,-1.44084724e+01,-1.27502626e+01,1.58486963e+41,3.44119826e+40,2.17128160e-01
7.71675133e+00,-1.44097728e+01,-1.27519231e+01,1.58676898e+41,3.44646600e+40,2.17200237e-01
7.73337967e+00,-1.44110538e+01,-1.27535673e+01,1.58864223e+41,3.45168994e+40,2.17272956e-01
7.75000883e+00,-1.44123259e+01,-1.27552082e+01,1.59050465e+41,3.45690950e+40,2.17346708e-01
7.76676197e+00,-1.44135991e+01,-1.27568566e+01,1.59237087e+41,3.46216169e+40,2.17421818e-01
7.78341178e+00,-1.44148567e+01,-1.27584899e+01,1.59421637e+41,3.46737471e+40,2.17497122e-01
7.80006953e+00,-1.44161077e+01,-1.27601205e+01,1.59605430e+41,3.47258559e+40,2.17573148e-01
7.81672039e+00,-1.44173513e+01,-1.27617465e+01,1.59788347e+41,3.47778912e+40,2.17649734e-01
7.83336492e+00,-1.44185877e+01,-1.27633663e+01,1.59970412e+41,3.48298297e+40,2.17726699e-01
7.85000400e+00,-1.44198170e+01,-1.27649823e+01,1.60151637e+41,3.48817053e+40,2.17804238e-01
7.86675311e+00,-1.44210478e+01,-1.27666054e+01,1.60333290e+41,3.49338773e+40,2.17882870e-01
7.88338439e+00,-1.44222634e+01,-1.27682115e+01,1.60512901e+41,3.49856044e+40,2.17961324e-01
7.90001492e+00,-1.44234721e+01,-1.27698139e+01,1.60691692e+41,3.50372793e+40,2.18040391e-01
7.91675964e+00,-1.44246824e+01,-1.27714239e+01,1.60870919e+41,3.50892626e+40,2.18120608e-01
7.93338942e+00,-1.44258781e+01,-1.27730180e+01,1.61048181e+41,3.51408216e+40,2.18200674e-01
7.95002583e+00,-1.44270680e+01,-1.27746084e+01,1.61224776e+41,3.51923417e+40,2.18281225e-01
7.96667725e+00,-1.44282528e+01,-1.27761969e+01,1.61400807e+41,3.52438628e+40,2.18362370e-01
7.98334547e+00,-1.44294325e+01,-1.27777829e+01,1.61576272e+41,3.52953780e+40,2.18444067e-01
8.00002886e+00,-1.44306105e+01,-1.27793654e+01,1.61751674e+41,3.53468712e+40,2.18525536e-01
8.01672414e+00,-1.44318147e+01,-1.27809458e+01,1.61931173e+41,3.53983555e+40,2.18601241e-01
8.03342714e+00,-1.44330133e+01,-1.27825234e+01,1.62110036e+41,3.54498157e+40,2.18677489e-01
8.05002231e+00,-1.44341981e+01,-1.27840854e+01,1.62287034e+41,3.55008655e+40,2.18753554e-01
8.06674597e+00,-1.44353860e+01,-1.27856562e+01,1.62464689e+41,3.55522656e+40,2.18830725e-01
8.08336764e+00,-1.44365601e+01,-1.27872143e+01,1.62640471e+41,3.56033074e+40,2.18908044e-01
8.10011603e+00,-1.44377358e+01,-1.27887790e+01,1.62816683e+41,3.56546647e+40,2.18986556e-01
8.11675511e+00,-1.44388967e+01,-1.27903299e+01,1.62990864e+41,3.57056347e+40,2.19065251e-01
8.13339908e+00,-1.44400511e+01,-1.27918780e+01,1.63164255e+41,3.57565751e+40,2.19144659e-01
