  1.7986427920E+011  1.0752352194E-008  4.1731364804E+028
  2.6356747508E+011  2.8819245220E-008  8.3784621048E+028
  3.2143563861E+011  4.7561197503E-008  1.2616225162E+029
  3.6665261732E+011  6.7481086471E-008  1.6886675854E+029
  4.0422288208E+011  8.8664723253E-008  2.1190066316E+029
  4.3621231821E+011  1.1252683914E-007  2.5526650626E+029
  4.6481884989E+011  1.3503418774E-007  2.9896684821E+029
  4.9057993952E+011  1.6015334635E-007  3.4300426914E+029
  5.1410110349E+011  1.8660435676E-007  3.8738136909E+029
  5.3584041516E+011  2.1412631768E-007  4.3210076813E+029
  5.5572382288E+011  2.4756520421E-007  4.7716510658E+029
  5.7450487345E+011  2.7650229696E-007  5.2257704508E+029
  5.9198905314E+011  3.1275254122E-007  5.6833926483E+029
  6.0871397202E+011  3.4373135089E-007  6.1445446768E+029
  6.2454100116E+011  3.8141635010E-007  6.6092537635E+029
  6.3963001957E+011  4.1956782895E-007  7.0775473454E+029
  6.5405645258E+011  4.5974020085E-007  7.5494530712E+029
  6.6780940296E+011  5.0469832519E-007  8.0249988029E+029
  6.8117355248E+011  5.4315253783E-007  8.5042126174E+029
  6.9378457678E+011  6.0138955018E-007  8.9871228082E+029
  7.0601089883E+011  6.4749324864E-007  9.4737578868E+029
  7.1800860211E+011  6.8856315116E-007  9.9641465851E+029
  7.2939714442E+011  7.5651294724E-007  1.0458317856E+030
  7.4055404181E+011  8.0481006834E-007  1.0956300876E+030
  7.5135028834E+011  8.6650877361E-007  1.1458125048E+030
  7.6170266953E+011  9.4084058133E-007  1.1963819998E+030
  7.7176171821E+011  1.0074847838E-006  1.2473415585E+030
  7.8146155784E+011  1.0865281492E-006  1.2986941896E+030
  7.9060360807E+011  1.1976818672E-006  1.3504429249E+030
  7.9935412537E+011  1.2985333514E-006  1.4025908199E+030
  8.0773005640E+011  1.4066537050E-006  1.4551409533E+030
  8.1579495569E+011  1.5136561070E-006  1.5080964278E+030
  8.2357220175E+011  1.6252775082E-006  1.5614603701E+030
  8.3087296629E+011  1.7909954515E-006  1.6152359307E+030
  8.3798277990E+011  1.9008645380E-006  1.6694262846E+030
  8.4484806365E+011  2.0337604913E-006  1.7240346314E+030
  8.5142212899E+011  2.1927407948E-006  1.7790641951E+030
  8.5764223709E+011  2.3905680853E-006  1.8345182249E+030
  8.6364656085E+011  2.5525412806E-006  1.8903999947E+030
  8.6952108307E+011  2.6880174767E-006  1.9467128040E+030
  8.7519281543E+011  2.8674153620E-006  2.0034599775E+030
  8.8062093758E+011  3.0838329024E-006  2.0606448656E+030
  8.8588683741E+011  3.2700821644E-006  2.1182708446E+030
  8.9106067787E+011  3.4228351348E-006  2.1763413169E+030
  8.9610811244E+011  3.6074406284E-006  2.2348597110E+030
  9.0091562120E+011  3.8921700223E-006  2.2938294819E+030
  9.0558194565E+011  4.1184062642E-006  2.3532541112E+030
  9.1011919803E+011  4.3485427593E-006  2.4131371075E+030
  9.1453849359E+011  4.5821785593E-006  2.4734820064E+030
  9.1884740118E+011  4.8218555092E-006  2.5342923707E+030
  9.2305217523E+011  5.0684044114E-006  2.5955717907E+030
  9.2715761219E+011  5.3231597505E-006  2.6573238845E+030
  9.3117000105E+011  5.5837991243E-006  2.7195522979E+030
  9.3509484732E+011  5.8507365644E-006  2.7822607051E+030
  9.3893526161E+011  6.1271270414E-006  2.8454528084E+030
  9.4269486180E+011  6.4120926968E-006  2.9091323388E+030
  9.4637855734E+011  6.7030769598E-006  2.9733030560E+030
  9.4998923993E+011  7.0032543158E-006  3.0379687487E+030
  9.5352969378E+011  7.3127260499E-006  3.1031332349E+030
  9.5700359365E+011  7.6294218340E-006  3.1688003620E+030
  9.6041144334E+011  7.9601755586E-006  3.2349740071E+030
  9.6375442509E+011  8.3039771691E-006  3.3016580771E+030
  9.6703456092E+011  8.6590317599E-006  3.3688565092E+030
  9.7025059686E+011  9.0344941845E-006  3.4365732709E+030
  9.7340880171E+011  9.4096514117E-006  3.5048123602E+030
  9.7651553734E+011  9.7821660592E-006  3.5735778061E+030
  9.7957196141E+011  1.0167018486E-005  3.6428736686E+030
