997   20
1.0d0 1.0d0 3.0d0 4.0d0 12.0d0 14.0d0 16.0d0 20.0d0 24.0d0 28.0d0 32.0d0 36.0d0 40.0d0 44.0d0 48.0d0 56.0d0 52.0d0 54.0d0 56.0d0 56.0d0
0.0d0 1.0d0 2.0d0 2.0d0 6.0d0 7.0d0 8.0d0 10.0d0 12.0d0 14.0d0 16.0d0 18.0d0 20.0d0 22.0d0 24.0d0 24.0d0 26.0d0 26.0d0 26.0d0 28.0d0
   9.713035e+26   4.999410e+05   3.880062e-03   7.473724e-06   3.000021e-30   7.686979e-03   6.923990e-07   6.289568e-33   2.325451e-07   2.034590e-09   1.442759e-08   2.269561e-07   3.726279e-08   4.709902e-09   8.414789e-10   2.533345e-11   1.964894e-11   6.766896e-04   1.529231e-11   4.532070e-05   9.877023e-01   6.623933e-12
   1.942607e+27   6.298921e+05   3.879808e-03   7.474092e-06   3.000021e-30   7.687134e-03   6.924073e-07   6.289108e-33   2.325516e-07   2.034621e-09   1.442827e-08   2.269752e-07   3.726643e-08   4.710406e-09   8.415813e-10   2.533631e-11   1.965150e-11   6.766168e-04   1.529457e-11   4.532450e-05   9.877024e-01   6.625037e-12
   3.885215e+27   7.936271e+05   3.879512e-03   7.474538e-06   3.000021e-30   7.687326e-03   6.924181e-07   6.288563e-33   2.325595e-07   2.034662e-09   1.442909e-08   2.269981e-07   3.727078e-08   4.711008e-09   8.417037e-10   2.533973e-11   1.965456e-11   6.765303e-04   1.529725e-11   4.532904e-05   9.877026e-01   6.626353e-12
   7.770432e+27   9.999334e+05   3.879042e-03   7.475246e-06   3.000021e-30   7.687630e-03   6.924352e-07   6.287688e-33   2.325722e-07   2.034726e-09   1.443041e-08   2.270344e-07   3.727770e-08   4.711965e-09   8.418980e-10   2.534515e-11   1.965942e-11   6.763929e-04   1.530152e-11   4.533623e-05   9.877029e-01   6.628440e-12
   1.554087e+28   1.259889e+06   3.878460e-03   7.476492e-06   3.000021e-30   7.688272e-03   6.924835e-07   6.286255e-33   2.325985e-07   2.034898e-09   1.443282e-08   2.270939e-07   3.728880e-08   4.713480e-09   8.422003e-10   2.535366e-11   1.966687e-11   6.761364e-04   1.530796e-11   4.534696e-05   9.877031e-01   6.631546e-12
   3.108173e+28   1.587466e+06   3.877276e-03   7.478276e-06   3.000021e-30   7.689040e-03   6.925267e-07   6.283977e-33   2.326304e-07   2.035059e-09   1.443613e-08   2.271856e-07   3.730624e-08   4.715891e-09   8.426902e-10   2.536734e-11   1.967911e-11   6.757900e-04   1.531871e-11   4.536510e-05   9.877038e-01   6.636811e-12
   6.216347e+28   2.000290e+06   3.875396e-03   7.481109e-06   3.000021e-30   7.690258e-03   6.925953e-07   6.280240e-33   2.326811e-07   2.035316e-09   1.444138e-08   2.273311e-07   3.733395e-08   4.719722e-09   8.434684e-10   2.538906e-11   1.969855e-11   6.752405e-04   1.533579e-11   4.539391e-05   9.877050e-01   6.645177e-12
   1.243269e+29   2.520626e+06   3.872491e-03   7.485664e-06   3.000021e-30   7.692265e-03   6.927138e-07   6.273985e-33   2.327643e-07   2.035754e-09   1.444988e-08   2.275631e-07   3.737802e-08   4.725806e-09   8.447021e-10   2.542353e-11   1.972933e-11   6.743548e-04   1.536279e-11   4.543935e-05   9.877068e-01   6.658380e-12
   2.486539e+29   3.176626e+06   3.867720e-03   7.492777e-06   3.000021e-30   7.695295e-03   6.928807e-07   6.263230e-33   2.328903e-07   2.036380e-09   1.446304e-08   2.279301e-07   3.744795e-08   4.735481e-09   8.466700e-10   2.547843e-11   1.977853e-11   6.729792e-04   1.540605e-11   4.551225e-05   9.877098e-01   6.679597e-12
   4.973078e+29   4.003973e+06   3.860149e-03   7.504071e-06   3.000021e-30   7.700096e-03   6.931438e-07   6.243840e-33   2.330896e-07   2.037365e-09   1.448391e-08   2.285134e-07   3.755920e-08   4.750875e-09   8.498025e-10   2.556577e-11   1.985684e-11   6.708010e-04   1.547498e-11   4.562823e-05   9.877146e-01   6.713418e-12
