   0.000000000E+00   0.108832804E+06   0.258393707E+00  -0.963678954E+00  -0.433678954E+00   0.138393707E+00   0.538393707E+00   0.908393707E+00  -0.173367895E+01  -0.431606293E+00  -0.101606293E+00   0.483937066E-01   0.218393707E+00
   0.600098393E+02   0.293286338E+06  -0.452743147E+01  -0.581743147E+01  -0.525331003E+01  -0.465331003E+01  -0.423743147E+01  -0.386331003E+01  -0.658743147E+01  -0.525331003E+01  -0.490331003E+01  -0.473743147E+01  -0.455743147E+01
   0.120007190E+03   0.163582056E+06  -0.586499355E+01  -0.712499355E+01  -0.657499355E+01  -0.598499355E+01  -0.557499355E+01  -0.520499355E+01  -0.789499355E+01  -0.657499355E+01  -0.623499355E+01  -0.607499355E+01  -0.589499355E+01
   0.180048561E+03   0.126183583E+06  -0.663362584E+01  -0.787687957E+01  -0.733687957E+01  -0.675362584E+01  -0.635362584E+01  -0.598362584E+01  -0.864687957E+01  -0.733362584E+01  -0.700362584E+01  -0.684362584E+01  -0.667362584E+01
   0.240007721E+03   0.106542473E+06  -0.715638207E+01  -0.837543527E+01  -0.784638207E+01  -0.727543527E+01  -0.687638207E+01  -0.650732888E+01  -0.914543527E+01  -0.784543527E+01  -0.751638207E+01  -0.736638207E+01  -0.719638207E+01
   0.300005203E+03   0.940102438E+05  -0.754191338E+01  -0.875191338E+01  -0.823191338E+01  -0.766080065E+01  -0.726191338E+01  -0.691080065E+01  -0.953080065E+01  -0.822191338E+01  -0.790191338E+01  -0.775191338E+01  -0.759080065E+01
   0.360010418E+03   0.849256002E+05  -0.785512332E+01  -0.905162729E+01  -0.853512332E+01  -0.797162729E+01  -0.757512332E+01  -0.722512332E+01  -0.982162729E+01  -0.853162729E+01  -0.821162729E+01  -0.806512332E+01  -0.790512332E+01
   0.420008494E+03   0.773110397E+05  -0.809805753E+01  -0.928110271E+01  -0.877805753E+01  -0.821501235E+01  -0.782501235E+01  -0.746805753E+01  -0.100580575E+02  -0.876805753E+01  -0.845501235E+01  -0.830805753E+01  -0.814805753E+01
   0.480039139E+03   0.702715853E+05  -0.828983407E+01  -0.945925272E+01  -0.895983407E+01  -0.840041542E+01  -0.801983407E+01  -0.766041542E+01  -0.102298341E+02  -0.894983407E+01  -0.863983407E+01  -0.849983407E+01  -0.834041542E+01
   0.540049791E+03   0.636659735E+05  -0.843583432E+01  -0.958623923E+01  -0.909623923E+01  -0.855103677E+01  -0.816583432E+01  -0.781583432E+01  -0.103662392E+02  -0.908623923E+01  -0.878103677E+01  -0.864583432E+01  -0.849103677E+01
   0.600048092E+03   0.576717550E+05  -0.854928742E+01  -0.968037089E+01  -0.919928742E+01  -0.865928742E+01  -0.827928742E+01  -0.792928742E+01  -0.104603709E+02  -0.918928742E+01  -0.888928742E+01  -0.875928742E+01  -0.860820396E+01
   0.660066962E+03   0.524226159E+05  -0.863986833E+01  -0.974724271E+01  -0.927724271E+01  -0.874986833E+01  -0.837249395E+01  -0.802986833E+01  -0.105272427E+02  -0.926724271E+01  -0.897986833E+01  -0.884986833E+01  -0.870249395E+01
   0.720124507E+03   0.480364112E+05  -0.872128033E+01  -0.981094262E+01  -0.934611147E+01  -0.883128033E+01  -0.846128033E+01  -0.811644918E+01  -0.105909426E+02  -0.933611147E+01  -0.905611147E+01  -0.893128033E+01  -0.879128033E+01
   0.780032213E+03   0.445549859E+05  -0.879551060E+01  -0.986361331E+01  -0.941551060E+01  -0.890551060E+01  -0.854145924E+01  -0.820145924E+01  -0.106495620E+02  -0.939956196E+01  -0.912551060E+01  -0.901145924E+01  -0.887145924E+01
   0.840015374E+03   0.420182423E+05  -0.888014209E+01  -0.993144011E+01  -0.949579110E+01  -0.899014209E+01  -0.863014209E+01  -0.829014209E+01  -0.107170891E+02  -0.947579110E+01  -0.920579110E+01  -0.909579110E+01  -0.896014209E+01
