   0.000000000E+00   0.184145286E+05  -0.507668904E+01  -0.570131151E+01  -0.548643735E+01  -0.515412611E+01  -0.488668904E+01  -0.460925196E+01  -0.650874858E+01  -0.543643735E+01  -0.532156319E+01  -0.529412611E+01  -0.523925196E+01
   0.170001640E+04   0.123707566E+06  -0.124300653E+02  -0.136705399E+02  -0.131305399E+02  -0.125500653E+02  -0.121500653E+02  -0.117800653E+02  -0.144405399E+02  -0.131300653E+02  -0.128000653E+02  -0.126400653E+02  -0.124700653E+02
   0.340017924E+04   0.684760039E+05  -0.133999829E+02  -0.145656251E+02  -0.140699829E+02  -0.135143407E+02  -0.131299829E+02  -0.127743407E+02  -0.153399829E+02  -0.140599829E+02  -0.137499829E+02  -0.136099829E+02  -0.134543407E+02
   0.510046936E+04   0.529198166E+05  -0.138474026E+02  -0.149561593E+02  -0.144861593E+02  -0.139574026E+02  -0.135786458E+02  -0.132374026E+02  -0.157361593E+02  -0.144761593E+02  -0.141874026E+02  -0.140574026E+02  -0.139086458E+02
   0.680027374E+04   0.502692299E+05  -0.141772035E+02  -0.152785909E+02  -0.148085909E+02  -0.142872035E+02  -0.139158161E+02  -0.135672035E+02  -0.160585909E+02  -0.147985909E+02  -0.145172035E+02  -0.143872035E+02  -0.142458161E+02
   0.850079396E+04   0.431308631E+05  -0.143500692E+02  -0.154089947E+02  -0.149695320E+02  -0.144600692E+02  -0.141000692E+02  -0.137600692E+02  -0.161984575E+02  -0.149495320E+02  -0.146795320E+02  -0.145695320E+02  -0.144300692E+02
   0.102009722E+05   0.383796943E+05  -0.144951799E+02  -0.155205482E+02  -0.150978640E+02  -0.146051799E+02  -0.142451799E+02  -0.139124958E+02  -0.163005482E+02  -0.150778640E+02  -0.148151799E+02  -0.147051799E+02  -0.145824958E+02
   0.119017701E+05   0.346955205E+05  -0.146053100E+02  -0.156000313E+02  -0.151917909E+02  -0.147153100E+02  -0.143653100E+02  -0.140370695E+02  -0.163800313E+02  -0.151717909E+02  -0.149235504E+02  -0.148253100E+02  -0.146970695E+02
   0.136001959E+05   0.319632329E+05  -0.146971049E+02  -0.156564709E+02  -0.152635602E+02  -0.148035602E+02  -0.144571049E+02  -0.141406495E+02  -0.164364709E+02  -0.152400156E+02  -0.150035602E+02  -0.149135602E+02  -0.147971049E+02
   0.153018894E+05   0.300587804E+05  -0.147575304E+02  -0.156882054E+02  -0.153128679E+02  -0.148551992E+02  -0.145175304E+02  -0.142075304E+02  -0.164705367E+02  -0.152828679E+02  -0.150551992E+02  -0.149675304E+02  -0.148575304E+02
   0.170018705E+05   0.287987667E+05  -0.147930853E+02  -0.156992726E+02  -0.153361790E+02  -0.148846321E+02  -0.145530853E+02  -0.142430853E+02  -0.164877258E+02  -0.153061790E+02  -0.150846321E+02  -0.150030853E+02  -0.148930853E+02
