Started: 2026-06-09T16:35:59.876754
Command: ./snec (cwd=/Users/arifchu/Desktop/GitHub/supernova_theory/snec/runs/week1_nickel_study/ni_050)


 ***********************************
 * Supernova Explosion Code (SNEC) *
 ***********************************

 Removing output directory contents: Data
 Using the Paczynski EOS!
 Profile file: profiles/15Msol_RSG.short
 We have         3208 profile zones.
 We have         3208 composition profile zones.
************************************************************
 Operating in Thermal Bomb Mode  1
 Bomb energy is spread over =           14 points
 Total energy of the model =   -6.4161114802470171E+050  ergs
 Total energy of the bomb =    1.6416111480247018E+051  ergs
************************************************************
 composing opacity tables from OPAL (may take a few minutes)...
 finished composing opacity tables
      nt           time          dtime       max(rho)       shockpos
       0   0.000000E+00   1.025000E-08   5.556077E+07   1.101959E+08
    1000   1.397996E+00   7.106352E-03   1.280359E+05   2.156567E+09
    2000   8.140176E+01   1.930505E-01   1.490530E+02   7.359207E+10
    3000   4.105568E+02   4.721309E-01   4.166906E+00   1.558094E+12
    4000   1.032091E+03   7.779870E-01   4.548584E-01   1.777576E+12
    5000   1.950004E+03   1.072780E+00   9.690288E-02   2.893850E+12
    6000   3.221976E+03   1.491596E+00   2.622730E-02   3.979905E+12
    7000   4.993661E+03   2.161515E+00   7.664238E-03   5.592529E+12
    8000   7.717780E+03   3.464102E+00   2.026293E-03   7.307224E+12
    9000   1.267127E+04   7.475091E+00   3.513615E-04   1.065293E+13
   10000   2.473016E+04   1.405072E+01   2.994806E-05   1.749299E+13
   11000   4.076494E+04   1.794161E+01   4.727528E-06   2.534862E+13
   12000   6.218169E+04   2.532859E+01   1.340812E-06   3.421276E+13
   13000   9.494146E+04   4.274931E+01   5.780722E-07   4.632709E+13
   14000   1.332922E+05   2.794446E+01   3.195245E-07   5.955622E+13
   15000   1.532583E+05   1.405685E+01   2.361252E-07   6.611388E+13
   16000   1.633834E+05   7.231988E+00   2.038231E-07   6.946742E+13
   17000   1.684905E+05   2.890612E+00   1.897121E-07   7.118311E+13
   18000   1.704219E+05   1.356931E+00   1.848289E-07   7.181702E+13
 Time of breakout is   170700.73137305590     
 finished tracing the shock position
   19000   1.715167E+05   1.118271E+00   1.822434E-07   7.240049E+13
   20000   1.733311E+05   3.045038E+00   1.780802E-07   7.375486E+13
   21000   1.788170E+05   8.508820E+00   1.663250E-07   7.848051E+13
   22000   1.920988E+05   1.943836E+01   1.385221E-07   9.046254E+13
   23000   2.219373E+05   4.327814E+01   9.545310E-08   1.183555E+14
   24000   2.849001E+05   8.634017E+01   5.023002E-08   1.788978E+14
   25000   3.792403E+05   9.500000E+01   2.664477E-08   2.715974E+14
   26000   4.742403E+05   9.500000E+01   1.427315E-08   3.675294E+14
   27000   5.692403E+05   9.500000E+01   8.172277E-09   4.654351E+14
   28000   6.642403E+05   9.500000E+01   5.061435E-09   5.654784E+14
   29000   7.592403E+05   9.500000E+01   3.242966E-09   6.673907E+14
   30000   8.542403E+05   9.500000E+01   2.187015E-09   7.712365E+14
   31000   9.492403E+05   9.500000E+01   1.540562E-09   8.768797E+14
   32000   1.044240E+06   9.500000E+01   1.178614E-09   9.842930E+14
   33000   1.139240E+06   9.500000E+01   1.082152E-09   1.093462E+15
   34000   1.234240E+06   9.500000E+01   1.043177E-09   1.204295E+15
   35000   1.329240E+06   9.500000E+01   8.809876E-10   1.316861E+15
   36000   1.424240E+06   9.500000E+01   8.351569E-10   1.431055E+15
   37000   1.519240E+06   9.500000E+01   7.004864E-10   1.546927E+15
   38000   1.614240E+06   9.500000E+01   5.316128E-10   1.664461E+15
   39000   1.709240E+06   9.500000E+01   4.191716E-10   1.783592E+15
   40000   1.804240E+06   9.500000E+01   3.968298E-10   1.904414E+15
   41000   1.899240E+06   9.500000E+01   2.892040E-10   2.026835E+15
   42000   1.994240E+06   9.500000E+01   2.740762E-10   2.150883E+15
   43000   2.089240E+06   9.500000E+01   2.114910E-10   2.276625E+15
   44000   2.184240E+06   9.500000E+01   1.588876E-10   2.403939E+15
   45000   2.279240E+06   9.500000E+01   1.582512E-10   2.532916E+15
   46000   2.374240E+06   9.500000E+01   1.285199E-10   2.663574E+15
   47000   2.469240E+06   9.500000E+01   1.057398E-10   2.795781E+15
   48000   2.564240E+06   9.500000E+01   9.115568E-11   2.929685E+15
   49000   2.659240E+06   9.500000E+01   7.972766E-11   3.065239E+15
   50000   2.754240E+06   9.500000E+01   7.461837E-11   3.202330E+15
   51000   2.849240E+06   9.500000E+01   6.450223E-11   3.341138E+15
   52000   2.944240E+06   9.500000E+01   5.643096E-11   3.481544E+15
   53000   3.039240E+06   9.500000E+01   5.128597E-11   3.623490E+15
   54000   3.134240E+06   9.500000E+01   4.533629E-11   3.767144E+15
   55000   3.229240E+06   9.500000E+01   3.941013E-11   3.912322E+15
   56000   3.324240E+06   9.500000E+01   3.446241E-11   4.059054E+15
   57000   3.419240E+06   9.500000E+01   3.306557E-11   4.207452E+15
   58000   3.514240E+06   9.500000E+01   3.131555E-11   4.357302E+15
