Started: 2026-06-09T15:49:22.833542
Command: ./snec (cwd=/Users/arifchu/Desktop/GitHub/supernova_theory/snec/runs/week1_nickel_study/ni_000)


 ***********************************
 * Supernova Explosion Code (SNEC) *
 ***********************************

 Removing output directory contents: Data
 Using the Paczynski EOS!
 Profile file: profiles/15Msol_RSG.short
 We have         3208 profile zones.
 We have         3208 composition profile zones.
************************************************************
 Operating in Thermal Bomb Mode  1
 Bomb energy is spread over =           14 points
 Total energy of the model =   -6.4107448899966734E+050  ergs
 Total energy of the bomb =    1.6410744889996674E+051  ergs
************************************************************
 composing opacity tables from OPAL (may take a few minutes)...
 finished composing opacity tables
      nt           time          dtime       max(rho)       shockpos
       0   0.000000E+00   1.025000E-08   5.556077E+07   1.101959E+08
    1000   1.399568E+00   7.122535E-03   1.276500E+05   2.157399E+09
    2000   8.136331E+01   1.928149E-01   1.495333E+02   7.358494E+10
    3000   4.102262E+02   4.710356E-01   4.194121E+00   1.558048E+12
    4000   1.030116E+03   7.741769E-01   4.602650E-01   1.776646E+12
    5000   1.936600E+03   1.048285E+00   1.008608E-01   2.888296E+12
    6000   3.151912E+03   1.385513E+00   2.958309E-02   3.952809E+12
    7000   4.694298E+03   1.735266E+00   1.082328E-02   5.018495E+12
    8000   6.657149E+03   2.126592E+00   4.436383E-03   6.552188E+12
    9000   8.978152E+03   2.517612E+00   2.074916E-03   8.096708E+12
   10000   1.168035E+04   2.891399E+00   1.072789E-03   1.001845E+13
   11000   1.482961E+04   3.399781E+00   5.683231E-04   1.191286E+13
   12000   1.845667E+04   3.847825E+00   3.251008E-04   1.409248E+13
   13000   2.254856E+04   4.356303E+00   1.928383E-04   1.648324E+13
   14000   2.720135E+04   4.949956E+00   1.168577E-04   1.878457E+13
   15000   3.239025E+04   5.393766E+00   7.574926E-05   2.149385E+13
   16000   3.799117E+04   5.842424E+00   5.089414E-05   2.404395E+13
   17000   4.414283E+04   6.484888E+00   3.399826E-05   2.671360E+13
   18000   5.099093E+04   7.223983E+00   2.289342E-05   2.964496E+13
   19000   5.861678E+04   8.045375E+00   1.556823E-05   3.277801E+13
   20000   6.712041E+04   8.982901E+00   1.064211E-05   3.620986E+13
   21000   7.661357E+04   1.001492E+01   7.331333E-06   3.974400E+13
   22000   8.716116E+04   1.108475E+01   5.120614E-06   4.356343E+13
   23000   9.878860E+04   1.217510E+01   3.631006E-06   4.768640E+13
   24000   1.115188E+05   1.329052E+01   2.611349E-06   5.213868E+13
   25000   1.253755E+05   1.442685E+01   1.904021E-06   5.688110E+13
   26000   1.403775E+05   1.558254E+01   1.406629E-06   6.186900E+13
   27000   1.556630E+05   1.221108E+01   1.066955E-06   6.687607E+13
   28000   1.646658E+05   6.385618E+00   9.175768E-07   6.987717E+13
   29000   1.690306E+05   2.399656E+00   8.551866E-07   7.133274E+13
   30000   1.707249E+05   1.214926E+00   8.324944E-07   7.189690E+13
 Time of breakout is   170775.34399369598     
 finished tracing the shock position
   31000   1.718029E+05   1.260741E+00   8.184719E-07   7.252545E+13
   32000   1.740141E+05   3.792742E+00   7.906768E-07   7.425925E+13
   33000   1.805341E+05   9.922001E+00   7.156657E-07   7.993059E+13
   34000   1.956607E+05   1.965675E+01   5.744542E-07   9.365859E+13
   35000   2.160841E+05   2.121942E+01   4.364034E-07   1.127277E+14
   36000   2.381562E+05   2.295684E+01   3.321360E-07   1.337056E+14
   37000   2.620577E+05   2.487942E+01   2.531604E-07   1.566711E+14
   38000   2.879765E+05   2.699229E+01   1.932625E-07   1.817583E+14
   39000   3.161047E+05   2.929912E+01   1.477920E-07   2.091505E+14
   40000   3.463011E+05   2.807418E+01   1.140153E-07   2.387797E+14
   41000   3.691937E+05   1.680020E+01   1.715714E-07   2.614297E+14
   42000   3.832373E+05   1.282685E+01   2.085026E-07   2.754078E+14
   43000   3.958570E+05   1.159353E+01   2.213323E-07   2.880214E+14
   44000   4.073936E+05   1.183037E+01   2.047816E-07   2.995945E+14
   45000   4.189193E+05   1.100834E+01   2.101029E-07   3.111944E+14
   46000   4.294742E+05   1.047983E+01   2.083171E-07   3.218479E+14
   47000   4.396723E+05   9.399954E+00   2.374004E-07   3.321665E+14
   48000   4.481829E+05   8.042664E+00   2.669791E-07   3.407952E+14
   49000   4.563749E+05   8.516107E+00   2.431560E-07   3.491148E+14
   50000   4.651603E+05   8.859573E+00   2.249532E-07   3.580514E+14
   51000   4.737621E+05   8.338507E+00   2.303866E-07   3.668152E+14
   52000   4.821218E+05   8.571681E+00   2.164068E-07   3.753452E+14
   53000   4.910676E+05   9.228865E+00   1.937148E-07   3.844879E+14
   54000   5.002050E+05   8.900167E+00   1.935685E-07   3.938426E+14
   55000   5.088603E+05   8.500982E+00   1.958093E-07   4.027200E+14
   56000   5.173949E+05   8.625435E+00   1.866533E-07   4.114900E+14
   57000   5.261088E+05   8.759640E+00   1.777289E-07   4.204620E+14
   58000   5.348359E+05   8.675210E+00   1.736256E-07   4.294662E+14
   59000   5.434341E+05   8.501504E+00   1.715924E-07   4.383563E+14
   60000   5.517925E+05   8.202653E+00   1.724796E-07   4.470166E+14
   61000   5.598697E+05   7.993271E+00   1.719117E-07   4.554026E+14
   62000   5.678838E+05   8.080498E+00   1.652742E-07   4.637397E+14
   63000   5.760596E+05   8.249545E+00   1.573056E-07   4.722620E+14
   64000   5.842986E+05   8.188355E+00   1.540243E-07   4.808671E+14
   65000   5.924151E+05   8.067481E+00   1.520654E-07   4.893605E+14
   66000   6.005312E+05   8.231678E+00   1.450244E-07   4.978691E+14
   67000   6.090400E+05   8.890240E+00   1.305494E-07   5.068056E+14
   68000   6.185708E+05   9.025764E+00   1.368853E-07   5.168342E+14
   69000   6.240090E+05   3.317526E+00   3.497858E-07   5.225648E+14
   70000   6.270101E+05   3.613286E+00   3.115261E-07   5.257299E+14
   71000   6.308488E+05   4.262222E+00   2.616501E-07   5.297810E+14
   72000   6.348244E+05   3.953803E+00   2.793923E-07   5.339794E+14
   73000   6.404466E+05   8.172081E+00   1.303633E-07   5.399220E+14
   74000   6.637262E+05   4.882749E+01   1.952762E-08   5.645908E+14
   75000   7.268565E+05   4.951921E+01   1.610528E-08   6.320366E+14
   76000   7.787665E+05   2.804644E+01   2.849082E-08   6.881704E+14
   77000   8.317803E+05   8.252136E+01   9.785719E-09   7.460743E+14
   78000   9.247047E+05   9.500000E+01   5.102267E-09   8.488806E+14
   79000   1.019705E+06   9.500000E+01   3.325329E-09   9.557886E+14
   80000   1.114705E+06   9.500000E+01   2.029535E-09   1.064405E+15
   81000   1.209705E+06   9.500000E+01   1.643693E-09   1.174729E+15
   82000   1.304705E+06   9.500000E+01   1.187667E-09   1.286760E+15
   83000   1.399705E+06   9.500000E+01   8.438330E-10   1.400417E+15
   84000   1.494705E+06   9.500000E+01   6.826353E-10   1.515777E+15
   85000   1.589705E+06   9.500000E+01   5.011204E-10   1.632746E+15
   86000   1.684705E+06   9.500000E+01   4.888611E-10   1.751359E+15
   87000   1.779705E+06   9.500000E+01   3.131015E-10   1.871635E+15
