   0.000000000E+00   0.500000000E+04   0.195805496E+02   0.216132852E+02   0.204028765E+02   0.196792708E+02   0.194024679E+02   0.192850256E+02   0.206839246E+02   0.206315977E+02   0.198867131E+02   0.193405496E+02   0.188937467E+02
   0.600136667E+02   0.500000000E+04   0.189129328E+02   0.209456684E+02   0.197352597E+02   0.190116539E+02   0.187348510E+02   0.186174087E+02   0.200163078E+02   0.199639809E+02   0.192190962E+02   0.186729328E+02   0.182261299E+02
   0.120037408E+03   0.500000000E+04   0.179794237E+02   0.200121593E+02   0.188017506E+02   0.180781448E+02   0.178013419E+02   0.176838996E+02   0.190827987E+02   0.190304718E+02   0.182855871E+02   0.177394237E+02   0.172926208E+02
   0.180026333E+03   0.500000000E+04   0.172600883E+02   0.192928239E+02   0.180824153E+02   0.173588095E+02   0.170820066E+02   0.169645643E+02   0.183634633E+02   0.183111364E+02   0.175662518E+02   0.170200883E+02   0.165732854E+02
   0.240021185E+03   0.444526648E+06  -0.739396496E+01  -0.869396496E+01  -0.813024069E+01  -0.752024069E+01  -0.710396496E+01  -0.673024069E+01  -0.946396496E+01  -0.813024069E+01  -0.777396496E+01  -0.761024069E+01  -0.742024069E+01
   0.300031947E+03   0.278069216E+06  -0.712371824E+01  -0.841020980E+01  -0.785020980E+01  -0.725020980E+01  -0.683371824E+01  -0.646371824E+01  -0.918020980E+01  -0.785020980E+01  -0.750020980E+01  -0.733371824E+01  -0.715371824E+01
   0.360020648E+03   0.224199366E+06  -0.737159343E+01  -0.864721716E+01  -0.809159343E+01  -0.749159343E+01  -0.708159343E+01  -0.671159343E+01  -0.941721716E+01  -0.809159343E+01  -0.774159343E+01  -0.758159343E+01  -0.740159343E+01
   0.420036634E+03   0.193764994E+06  -0.764190857E+01  -0.891190857E+01  -0.836190857E+01  -0.776190857E+01  -0.735190857E+01  -0.698719473E+01  -0.968190857E+01  -0.836190857E+01  -0.801190857E+01  -0.785190857E+01  -0.767190857E+01
   0.480116597E+03   0.174286041E+06  -0.790525169E+01  -0.916525169E+01  -0.861525169E+01  -0.802525169E+01  -0.761525169E+01  -0.724525169E+01  -0.993525169E+01  -0.861525169E+01  -0.827525169E+01  -0.811525169E+01  -0.793525169E+01
   0.540152030E+03   0.159916373E+06  -0.813872398E+01  -0.939593926E+01  -0.884872398E+01  -0.825872398E+01  -0.784872398E+01  -0.748150869E+01  -0.101659393E+02  -0.884872398E+01  -0.850872398E+01  -0.834872398E+01  -0.817150869E+01
   0.600088388E+03   0.148639332E+06  -0.834117393E+01  -0.959117393E+01  -0.905117393E+01  -0.846444595E+01  -0.805444595E+01  -0.769117393E+01  -0.103644460E+02  -0.905117393E+01  -0.871117393E+01  -0.855444595E+01  -0.838117393E+01
   0.660215674E+03   0.139396933E+06  -0.852271742E+01  -0.977271742E+01  -0.923271742E+01  -0.865025705E+01  -0.824271742E+01  -0.787271742E+01  -0.105502570E+02  -0.923025705E+01  -0.889271742E+01  -0.874025705E+01  -0.856271742E+01
   0.720007370E+03   0.131880641E+06  -0.869096824E+01  -0.994061641E+01  -0.940061641E+01  -0.881096824E+01  -0.841096824E+01  -0.804096824E+01  -0.107106164E+02  -0.939096824E+01  -0.906096824E+01  -0.890096824E+01  -0.873096824E+01
