  0.0000000000E+000  0.0000000000E+000
  6.0033290606E+001 -8.3630610712E+001
  1.2007455562E+002 -1.8917556099E+002
  1.8012406066E+002 -3.0519046966E+002
  2.4020457339E+002 -4.2790390343E+002
  3.0025568213E+002 -5.5491387185E+002
  3.6022055076E+002 -6.8483346474E+002
  4.2033283141E+002 -8.1750803809E+002
  4.8030102571E+002 -9.5186030888E+002
  5.4041479682E+002 -1.0881600425E+003
  6.0040415049E+002 -1.2255244556E+003
  6.6039929789E+002 -1.3640339834E+003
  7.2039613021E+002 -1.5035068678E+003
  7.8061280540E+002 -1.6443425172E+003
  8.4051667781E+002 -1.7852345816E+003
  9.0040001495E+002 -1.9268473441E+003
  9.6022773070E+002 -2.0689787105E+003
  1.0202103511E+003 -2.2119773109E+003
  1.0801718284E+003 -2.3554203119E+003
  1.1402638835E+003 -2.4996654151E+003
  1.2003290287E+003 -2.6442908286E+003
  1.2603476803E+003 -2.7892357591E+003
  1.3203027320E+003 -2.9344113465E+003
  1.3802588346E+003 -3.0799385426E+003
  1.4402865807E+003 -3.2259837769E+003
  1.5005531838E+003 -3.3728827537E+003
  1.5604746449E+003 -3.5192253288E+003
  1.6205650771E+003 -3.6662638503E+003
  1.6803821348E+003 -3.8129326376E+003
  1.7406038896E+003 -3.9608792699E+003
  1.8006176680E+003 -4.1085720716E+003
  1.8606044733E+003 -4.2564833180E+003
  1.9204761247E+003 -4.4043656421E+003
  1.9805449305E+003 -4.5529556000E+003
  2.0406675766E+003 -4.7019450359E+003
  2.1003947530E+003 -4.8501346196E+003
  2.1604715318E+003 -4.9994354515E+003
  2.2206618158E+003 -5.1491978582E+003
  2.2807288744E+003 -5.2988769483E+003
  2.3406656378E+003 -5.4484237720E+003
  2.4007206942E+003 -5.5984466934E+003
  2.4605495032E+003 -5.7480839777E+003
  2.5207138811E+003 -5.8987261850E+003
  2.5807509713E+003 -6.0492288870E+003
  2.6404519772E+003 -6.1990172289E+003
  2.7005372040E+003 -6.3499179670E+003
  2.7606997432E+003 -6.5011847676E+003
  2.8205700711E+003 -6.6518591091E+003
  2.8806100928E+003 -6.8030773997E+003
  2.9405097575E+003 -6.9540508589E+003
  3.0007949905E+003 -7.1061142777E+003
  3.0609268392E+003 -7.2579043866E+003
  3.1206745721E+003 -7.4088341866E+003
  3.1805778400E+003 -7.5602430632E+003
  3.2408311402E+003 -7.7126189220E+003
  3.3007563302E+003 -7.8642486179E+003
  3.3610570359E+003 -8.0169079212E+003
