run_id,label,group,profile,energy_foe,ni_mass_msun,max_time_hours,peak_time_hours_0_48h,peak_luminosity_Lsun_0_48h,luminosity_0p25h_Lsun,teff_0p25h_K,rphoto_0p25h_Rsun,luminosity_0p5h_Lsun,teff_0p5h_K,rphoto_0p5h_Rsun,luminosity_1p0h_Lsun,teff_1p0h_K,rphoto_1p0h_Rsun,luminosity_3p0h_Lsun,teff_3p0h_K,rphoto_3p0h_Rsun,luminosity_6p0h_Lsun,teff_6p0h_K,rphoto_6p0h_Rsun,luminosity_12p0h_Lsun,teff_12p0h_K,rphoto_12p0h_Rsun,luminosity_24p0h_Lsun,teff_24p0h_K,rphoto_24p0h_Rsun,luminosity_48p0h_Lsun,teff_48p0h_K,rphoto_48p0h_Rsun
wn3_sce_bare_e1_ni050,Bare Avishai WN3,Avishai original,WN3,1.0,0.05,48.0,0.016677632352777777,28907523.786893446,6429609.953158485,40341.887519556294,53.049716288610604,12038569.495053621,33056.59599577973,108.10951397581988,11286375.282598972,22960.967071250794,216.96274144227303,12835501.177633716,14889.123530055484,550.2446295372068,11533017.51581975,11815.61956019985,828.2206934089295,9198081.915278899,9033.568300756342,1265.3694252286903,5946247.347731199,6517.994370675984,1954.2413249503543,2360918.1203351677,4179.481516,2994.586348569786
avishai_bsg2_sce_e1_ni050,Avishai BSG2,Avishai original,BSG2,1.0,0.05,48.0,1.7839173694444446,598559502126.063,147310.18799684016,8470.972363138484,180.82962269064168,127328.48837561633,8163.199438847808,180.8324679065727,113799.58570300798,7936.283132368253,180.6941895403888,15495601340.106852,103524.81318803989,395.4611225639663,3784504969.455726,46571.56601527049,965.7187833568336,3681947050.099362,33654.09701819922,1824.105481153017,1551787369.8036888,21535.36301578884,2891.950305662809,65755303.72936468,9250.9208276,3202.938994969096
avishai_bsg3_sce_e1_ni050,Avishai BSG3,Avishai original,BSG3,1.0,0.05,48.0,0.23342783213333332,19923070905.45273,599690530.0387154,222096.6944588705,15.420117446401258,1102961392.866565,124429.72588305378,73.03423670314562,379326736.3682668,58332.50551343181,194.88317179482644,317538372.8666107,32377.32230348821,578.7671731409188,205536435.814097,23376.54651437471,893.2465171118098,132577455.08419211,16236.552804555904,1487.0815762939515,108192253.4939207,12596.42154880829,2231.9851375878998,86162217.13356678,9789.1485504,3298.0395689233865
